year,round,authority,counselling_scope,rank_raw,air,rank_type,allotted_quota,college_raw,course,seat_category,candidate_category,status,source_id
2023,R2,MCC,AIQ,1(A),1,AIR,Open Seat Quota,JIPMER PUDUCHERRY,MBBS,Reported,-,-,12
2023,R2,MCC,AIQ,1(B),1,AIR,Open Seat Quota,"AIIMS, New Delhi",MBBS,Reported,-,-,12
2023,R2,MCC,AIQ,3,3,AIR,Open Seat Quota,"AIIMS, New Delhi",MBBS,Reported,-,-,12
2023,R2,MCC,AIQ,4,4,AIR,Open Seat Quota,"AIIMS, New Delhi",MBBS,Reported,-,-,12
2023,R2,MCC,AIQ,5,5,AIR,Open Seat Quota,"AIIMS, New Delhi",MBBS,Reported,-,-,12
2023,R2,MCC,AIQ,6,6,AIR,Open Seat Quota,"AIIMS, New Delhi",MBBS,Reported,-,-,12
2023,R2,MCC,AIQ,7,7,AIR,Open Seat Quota,"AIIMS, New Delhi",MBBS,Reported,-,-,12
2023,R2,MCC,AIQ,8,8,AIR,Open Seat Quota,"AIIMS, New Delhi",MBBS,Reported,-,-,12
2023,R2,MCC,AIQ,9,9,AIR,Open Seat Quota,JIPMER PUDUCHERRY,MBBS,Reported,-,-,12
2023,R2,MCC,AIQ,10,10,AIR,Open Seat Quota,"AIIMS, New Delhi",MBBS,Reported,-,-,12
2023,R2,MCC,AIQ,11,11,AIR,Open Seat Quota,"AIIMS, New Delhi",MBBS,Reported,-,-,12
2023,R2,MCC,AIQ,12,12,AIR,All India,"INST OF PG MED EDU & RESEARCH,KOLKAT A",MBBS,Reported,-,-,12
2023,R2,MCC,AIQ,13,13,AIR,Open Seat Quota,"AIIMS, New Delhi",MBBS,Reported,-,-,12
2023,R2,MCC,AIQ,14,14,AIR,Open Seat Quota,"AIIMS, New Delhi",MBBS,Reported,-,-,12
2023,R2,MCC,AIQ,15,15,AIR,Open Seat Quota,"AIIMS, New Delhi",MBBS,Reported,-,-,12
2023,R2,MCC,AIQ,16,16,AIR,Open Seat Quota,"AIIMS, New Delhi",MBBS,Reported,-,-,12
2023,R2,MCC,AIQ,17,17,AIR,Open Seat Quota,"AIIMS, New Delhi",MBBS,Reported,-,-,12
2023,R2,MCC,AIQ,18,18,AIR,Open Seat Quota,"AIIMS, New Delhi",MBBS,Reported,-,-,12
2023,R2,MCC,AIQ,19,19,AIR,Open Seat Quota,"AIIMS, New Delhi",MBBS,Reported,-,-,12
2023,R2,MCC,AIQ,20,20,AIR,Open Seat Quota,"AIIMS, New Delhi",MBBS,Reported,-,-,12
2023,R2,MCC,AIQ,21,21,AIR,Open Seat Quota,"AIIMS, New Delhi",MBBS,Reported,-,-,12
2023,R2,MCC,AIQ,22,22,AIR,Open Seat Quota,"AIIMS, New Delhi",MBBS,Reported,-,-,12
2023,R2,MCC,AIQ,24,24,AIR,All India,"MADRAS MEDICAL COLLEGE, CHENNAI",MBBS,Not Reported,-,-,12
2023,R2,MCC,AIQ,25,25,AIR,Open Seat Quota,"AIIMS, New Delhi",MBBS,Reported,-,-,12
2023,R2,MCC,AIQ,26,26,AIR,Open Seat Quota,"AIIMS, New Delhi",MBBS,Reported,-,-,12
2023,R2,MCC,AIQ,27,27,AIR,Open Seat Quota,"AIIMS, New Delhi",MBBS,Reported,-,-,12
2023,R2,MCC,AIQ,28,28,AIR,Open Seat Quota,"AIIMS, New Delhi",MBBS,Reported,-,-,12
2023,R2,MCC,AIQ,29,29,AIR,Open Seat Quota,"AIIMS, New Delhi",MBBS,Reported,-,-,12
2023,R2,MCC,AIQ,30,30,AIR,Open Seat Quota,"AIIMS, New Delhi",MBBS,Reported,-,-,12
2023,R2,MCC,AIQ,31,31,AIR,Open Seat Quota,"AIIMS, New Delhi",MBBS,Reported,-,-,12
2023,R2,MCC,AIQ,32,32,AIR,Open Seat Quota,"AIIMS, New Delhi",MBBS,Reported,-,-,12
2023,R2,MCC,AIQ,33,33,AIR,Open Seat Quota,"AIIMS, New Delhi",MBBS,Reported,-,-,12
2023,R2,MCC,AIQ,34,34,AIR,Open Seat Quota,"AIIMS, New Delhi",MBBS,Reported,-,-,12
2023,R2,MCC,AIQ,35,35,AIR,Open Seat Quota,"AIIMS, Bhubaneswar",MBBS,Reported,-,-,12
2023,R2,MCC,AIQ,36,36,AIR,Open Seat Quota,"AIIMS, New Delhi",MBBS,Reported,-,-,12
