year,round,authority,counselling_scope,rank_raw,air,rank_type,allotted_quota,college_raw,course,seat_category,candidate_category,status,source_id
2020,MOPUP,MCC,AIQ,247,247,AIR,JNO,JIPMER PUDUCHERRY,MBBS,Open,General,Allotted,0
2020,MOPUP,MCC,AIQ,254,254,AIR,JNO,JIPMER PUDUCHERRY,MBBS,Open,General,Allotted,0
2020,MOPUP,MCC,AIQ,309,309,AIR,JNO,JIPMER PUDUCHERRY,MBBS,Open,General,Allotted,0
2020,MOPUP,MCC,AIQ,691,691,AIR,AMS,"AIIMS, Bhubaneswar",MBBS,Open,General,Allotted,0
2020,MOPUP,MCC,AIQ,747,747,AIR,AMS,"AIIMS, Bhubaneswar",MBBS,Open,General,Allotted,0
2020,MOPUP,MCC,AIQ,817,817,AIR,AMS,"AIIMS, Bhubaneswar",MBBS,Open,General,Allotted,0
2020,MOPUP,MCC,AIQ,852,852,AIR,AMS,"AIIMS, Jodhpur",MBBS,Open,General,Allotted,0
2020,MOPUP,MCC,AIQ,1016,1016,AIR,AMS,"AIIMS, Raipur",MBBS,Open,General,Allotted,0
2020,MOPUP,MCC,AIQ,1240,1240,AIR,JNO,JIPMER KARAIKAL,MBBS,Open,General,Allotted,0
2020,MOPUP,MCC,AIQ,1581,1581,AIR,AMS,"AIIMS, Bhubaneswar",MBBS,OBC,OBC,Allotted,0
2020,MOPUP,MCC,AIQ,1674,1674,AIR,AMS,"AIIMS, Bhubaneswar",MBBS,OBC,OBC,Allotted,0
2020,MOPUP,MCC,AIQ,1754,1754,AIR,AMS,AIIMS Bathinda,MBBS,Open,General,Allotted,0
2020,MOPUP,MCC,AIQ,1990,1990,AIR,AMS,"AIIMS-Bhopal,",MBBS,OBC,OBC,Allotted,0
2020,MOPUP,MCC,AIQ,2157,2157,AIR,AMS,"AIIMS, Patna",MBBS,Open,General,Allotted,0
2020,MOPUP,MCC,AIQ,2343,2343,AIR,AMS,"AIIMS, Nagpur",MBBS,Open,General,Allotted,0
2020,MOPUP,MCC,AIQ,2388,2388,AIR,AMS,"AIIMS-Bhopal,",MBBS,OBC,OBC,Allotted,0
2020,MOPUP,MCC,AIQ,2421,2421,AIR,AMS,AIIMS Bathinda,MBBS,Open,General,Allotted,0
2020,MOPUP,MCC,AIQ,2593,2593,AIR,AMS,"AIIMS, Rishikesh",MBBS,EWS,EWS,Allotted,0
