year,round,authority,counselling_scope,rank_raw,air,rank_type,allotted_quota,college_raw,course,seat_category,candidate_category,status,source_id
2022,R2,MCC,AIQ,1,1,AIR,Open Seat Quota,"AIIMS, New Delhi",MBBS,Reported,-,-,10
2022,R2,MCC,AIQ,2,2,AIR,Open Seat Quota,"AIIMS, New Delhi",MBBS,Reported,-,-,10
2022,R2,MCC,AIQ,3,3,AIR,Open Seat Quota,"AIIMS, New Delhi",MBBS,Reported,-,-,10
2022,R2,MCC,AIQ,4,4,AIR,All India,"BELGAUM INST. OF MEDICAL SCI., BELGAUM",MBBS,Reported,-,-,10
2022,R2,MCC,AIQ,5,5,AIR,Open Seat Quota,"AIIMS, New Delhi",MBBS,Reported,-,-,10
2022,R2,MCC,AIQ,6,6,AIR,Open Seat Quota,"AIIMS, New Delhi",MBBS,Not Reported,-,-,10
2022,R2,MCC,AIQ,7,7,AIR,Open Seat Quota,"AIIMS, New Delhi",MBBS,Reported,-,-,10
2022,R2,MCC,AIQ,8,8,AIR,Open Seat Quota,"AIIMS, New Delhi",MBBS,Reported,-,-,10
2022,R2,MCC,AIQ,9,9,AIR,Open Seat Quota,"AIIMS, New Delhi",MBBS,Reported,-,-,10
2022,R2,MCC,AIQ,10,10,AIR,Open Seat Quota,"AIIMS, New Delhi",MBBS,Reported,-,-,10
2022,R2,MCC,AIQ,11,11,AIR,Open Seat Quota,"AIIMS, New Delhi",MBBS,Reported,-,-,10
2022,R2,MCC,AIQ,12,12,AIR,Open Seat Quota,"AIIMS, New Delhi",MBBS,Reported,-,-,10
2022,R2,MCC,AIQ,13,13,AIR,Open Seat Quota,"AIIMS, New Delhi",MBBS,Reported,-,-,10
2022,R2,MCC,AIQ,14,14,AIR,Open Seat Quota,"AIIMS, New Delhi",MBBS,Reported,-,-,10
2022,R2,MCC,AIQ,15,15,AIR,Open Seat Quota,"AIIMS, New Delhi",MBBS,Reported,-,-,10
2022,R2,MCC,AIQ,16,16,AIR,Open Seat Quota,"AIIMS, New Delhi",MBBS,Reported,-,-,10
2022,R2,MCC,AIQ,17,17,AIR,Open Seat Quota,JIPMER PUDUCHERRY,MBBS,Reported,-,-,10
