year,round,authority,counselling_scope,rank_raw,air,rank_type,allotted_quota,college_raw,course,seat_category,candidate_category,status,source_id
2021,STRAY,MCC,AIQ,1284,1284,AIR,All India,"University College of Medical Sciences, New Delhi",MBBS,Open,GN,Allotted,0
2021,STRAY,MCC,AIQ,1816,1816,AIR,All India,"KGMC, LUCKNOW",MBBS,Open,GN,Allotted,0
2021,STRAY,MCC,AIQ,2109,2109,AIR,Delhi University Quota,"Maulana Azad Medical College, New Delhi",MBBS,Open,GN,Allotted,0
2021,STRAY,MCC,AIQ,2793,2793,AIR,Open Seat Quota,"AIIMS, Nagpur",MBBS,Open,GN,Allotted,0
2021,STRAY,MCC,AIQ,3258,3258,AIR,All India,"S.M.S. MEDICAL COLLEGE, JAIPUR",MBBS,OBC,OBC,Allotted,0
2021,STRAY,MCC,AIQ,3264,3264,AIR,Open Seat Quota,"AIIMS, Patna",MBBS,Open,GN,Allotted,0
2021,STRAY,MCC,AIQ,3330,3330,AIR,Open Seat Quota,AIIMS Bathinda,MBBS,Open,GN,Allotted,0
2021,STRAY,MCC,AIQ,3353,3353,AIR,Delhi University Quota,"University College of Medical Sciences, New Delhi",MBBS,Open,GN,Allotted,0
2021,STRAY,MCC,AIQ,3460,3460,AIR,Open Seat Quota,"AIIMS, Patna",MBBS,Open,EWS,Allotted,0
2021,STRAY,MCC,AIQ,3673,3673,AIR,Open Seat Quota,"AIIMS, Patna",MBBS,OBC,OBC,Allotted,0
2021,STRAY,MCC,AIQ,3728,3728,AIR,All India,"MADRAS MEDICAL COLLEGE, CHENNAI",MBBS,OBC,OBC,Allotted,0
2021,STRAY,MCC,AIQ,3818,3818,AIR,All India,"KGMC, LUCKNOW",MBBS,OBC,OBC,Allotted,0
2021,STRAY,MCC,AIQ,4046,4046,AIR,Open Seat Quota,"AIIMS, Patna",MBBS,OBC,OBC,Allotted,0
2021,STRAY,MCC,AIQ,4238,4238,AIR,Open Seat Quota,"AIIMS, Patna",MBBS,OBC,OBC,Allotted,0
2021,STRAY,MCC,AIQ,4388,4388,AIR,Open Seat Quota,AIIMS Mangalagiri,MBBS,Open,GN,Allotted,0
2021,STRAY,MCC,AIQ,4628,4628,AIR,Open Seat Quota,"AIIMS, Bibi Nagar, Hyderabad",MBBS,Open,GN,Allotted,0
2021,STRAY,MCC,AIQ,4733,4733,AIR,All India,"NDMC Medical College, Delhi",MBBS,OBC,OBC,Allotted,0
2021,STRAY,MCC,AIQ,4803,4803,AIR,Open Seat Quota,"AIIMS, Bibi Nagar, Hyderabad",MBBS,Open,GN,Allotted,0
2021,STRAY,MCC,AIQ,5021,5021,AIR,All India,"GRANT MEDICAL COLL & SIR J.J.HOSP,MUMBAI",MBBS,Open,GN,Allotted,0
2021,STRAY,MCC,AIQ,5191,5191,AIR,Open Seat Quota,"Jawaharlal Nehru Medical College, AMU,ALIGARH",MBBS,Open,OBC,Allotted,0
2021,STRAY,MCC,AIQ,5370,5370,AIR,All India,"GOVT.MEDICAL COLLEGE,THIRUVANANTHAPU RAM",MBBS,Open,GN,Allotted,0
