year,college_code,college_name,discipline,course,seat_type,fee_per_annum
2021,D557,"Srinivasa Institute of Dental Science,Mangalore",DENTAL,BDS,GOVT,95808
2021,D557,"Srinivasa Institute of Dental Science,Mangalore",DENTAL,BDS,PRIV,287450
2021,D557,"Srinivasa Institute of Dental Science,Mangalore",DENTAL,BDS,NRI,337450
2021,D557,"Srinivasa Institute of Dental Science,Mangalore",DENTAL,BDS,OTHERS,312450
2021,D661,"Bapuji Dental College and Hospital,Davangere",DENTAL,BDS,GOVT,95808
2021,D661,"Bapuji Dental College and Hospital,Davangere",DENTAL,BDS,PRIV,362450
2021,D661,"Bapuji Dental College and Hospital,Davangere",DENTAL,BDS,NRI,362450
2021,D661,"Bapuji Dental College and Hospital,Davangere",DENTAL,BDS,OTHERS,362450
2021,D662,"College of Dental Sciences,Davangere",DENTAL,BDS,GOVT,95808
2021,D662,"College of Dental Sciences,Davangere",DENTAL,BDS,PRIV,362450
2021,D662,"College of Dental Sciences,Davangere",DENTAL,BDS,NRI,362450
2021,D662,"College of Dental Sciences,Davangere",DENTAL,BDS,OTHERS,362450
2021,D663,"Sharavathi Dental College,Shimoga",DENTAL,BDS,GOVT,95808
2021,D663,"Sharavathi Dental College,Shimoga",DENTAL,BDS,PRIV,342450
2021,D663,"Sharavathi Dental College,Shimoga",DENTAL,BDS,NRI,342450
2021,D663,"Sharavathi Dental College,Shimoga",DENTAL,BDS,OTHERS,342450
2021,D664,"Sri Jagadguru Murugharajendra Dental College & Hospital,Chitradurga",DENTAL,BDS,GOVT,95808
2021,D664,"Sri Jagadguru Murugharajendra Dental College & Hospital,Chitradurga",DENTAL,BDS,PRIV,262450
2021,D664,"Sri Jagadguru Murugharajendra Dental College & Hospital,Chitradurga",DENTAL,BDS,NRI,312450
2021,D664,"Sri Jagadguru Murugharajendra Dental College & Hospital,Chitradurga",DENTAL,BDS,OTHERS,312450
2021,D665,"Subbaiah Institute of Dental Sciences,Shimoga",DENTAL,BDS,GOVT,95808
2021,D665,"Subbaiah Institute of Dental Sciences,Shimoga",DENTAL,BDS,PRIV,262450
2021,D665,"Subbaiah Institute of Dental Sciences,Shimoga",DENTAL,BDS,NRI,262450
2021,D665,"Subbaiah Institute of Dental Sciences,Shimoga",DENTAL,BDS,OTHERS,262450
2021,D666,"Employees State Insurance Corporation Dental College,Gulbarga",DENTAL,BDS,GOVT,109850
