year,college_code,college_name,discipline,course,seat_type,fee_per_annum
2020,D443,"Al- Badar Rural Dental College and Hospital, Kalaburagi",DENTAL,BDS,NRI,417450
2020,D443,"Al- Badar Rural Dental College and Hospital, Kalaburagi",DENTAL,BDS,OTHERS,337450
2020,D333,"Al-Ameen Dental College, Bijapur",DENTAL,BDS,GOVT,95808
2020,D333,"Al-Ameen Dental College, Bijapur",DENTAL,BDS,PRIV,412450
2020,D333,"Al-Ameen Dental College, Bijapur",DENTAL,BDS,NRI,412450
2020,D333,"Al-Ameen Dental College, Bijapur",DENTAL,BDS,OTHERS,412450
2020,D551,"Coorg Institute of Dental Sciences, Coorg",DENTAL,BDS,GOVT,95808
2020,D551,"Coorg Institute of Dental Sciences, Coorg",DENTAL,BDS,PRIV,678473
2020,D551,"Coorg Institute of Dental Sciences, Coorg",DENTAL,BDS,NRI,737450
2020,D551,"Coorg Institute of Dental Sciences, Coorg",DENTAL,BDS,OTHERS,737450
2020,D224,"Farooquia Dental College & Hospital, Mysore",DENTAL,BDS,GOVT,95808
2020,D224,"Farooquia Dental College & Hospital, Mysore",DENTAL,BDS,PRIV,507450
2020,D224,"Farooquia Dental College & Hospital, Mysore",DENTAL,BDS,NRI,707450
2020,D224,"Farooquia Dental College & Hospital, Mysore",DENTAL,BDS,OTHERS,657450
2020,D447,"Navodaya Dental College & Hospital, Raichur",DENTAL,BDS,GOVT,95808
2020,D447,"Navodaya Dental College & Hospital, Raichur",DENTAL,BDS,PRIV,312450
2020,D447,"Navodaya Dental College & Hospital, Raichur",DENTAL,BDS,NRI,312450
2020,D447,"Navodaya Dental College & Hospital, Raichur",DENTAL,BDS,OTHERS,312450
2020,D114,"Raja Rajeshwari Dental College and Hospital, Bangalore",DENTAL,BDS,GOVT,95808
2020,D114,"Raja Rajeshwari Dental College and Hospital, Bangalore",DENTAL,BDS,PRIV,678473
2020,D114,"Raja Rajeshwari Dental College and Hospital, Bangalore",DENTAL,BDS,NRI,712450
2020,D114,"Raja Rajeshwari Dental College and Hospital, Bangalore",DENTAL,BDS,OTHERS,612450
2020,D557,"Srinivasa Institute of Dental Science, Mangalore",DENTAL,BDS,GOVT,95808
2020,D557,"Srinivasa Institute of Dental Science, Mangalore",DENTAL,BDS,PRIV,337450
2020,D557,"Srinivasa Institute of Dental Science, Mangalore",DENTAL,BDS,NRI,412450
2020,D557,"Srinivasa Institute of Dental Science, Mangalore",DENTAL,BDS,OTHERS,362450
2020,D665,"Subbaiah Institute of Dental Sciences, shimoga",DENTAL,BDS,GOVT,95808
2020,D665,"Subbaiah Institute of Dental Sciences, shimoga",DENTAL,BDS,PRIV,311950
2020,D665,"Subbaiah Institute of Dental Sciences, shimoga",DENTAL,BDS,NRI,311950
2020,D665,"Subbaiah Institute of Dental Sciences, shimoga",DENTAL,BDS,OTHERS,311950
2020,D112,"The Oxford Dental College, Bangalore",DENTAL,BDS,GOVT,95808
2020,D112,"The Oxford Dental College, Bangalore",DENTAL,BDS,PRIV,678473
2020,D112,"The Oxford Dental College, Bangalore",DENTAL,BDS,NRI,682450
2020,D112,"The Oxford Dental College, Bangalore",DENTAL,BDS,OTHERS,682450
2020,D104,"M.S.Ramaiah Univerisity of Applied Sciences, Bangalore",DENTAL,BDS,GOVT,98858
2020,D104,"M.S.Ramaiah Univerisity of Applied Sciences, Bangalore",DENTAL,BDS,PRIV,681523
2020,D104,"M.S.Ramaiah Univerisity of Applied Sciences, Bangalore",DENTAL,BDS,NRI,879500
2020,D104,"M.S.Ramaiah Univerisity of Applied Sciences, Bangalore",DENTAL,BDS,OTHERS,879500
