neet_score,neet_ai_rank
600,19981
600,19998
600,20068
600,20077
600,20080
600,20111
600,20118
600,20124
600,20144
600,20153
600,20157
600,20176
600,20180
599,20393
599,20403
599,20412
599,20431
599,20457
599,20502
599,20507
599,20530
599,20580
599,20600
599,20618
599,20621
598,20681
598,20682
598,20736
598,20750
598,20818
598,20831
598,20917
598,20939
598,20968
598,20971
598,20972
598,20975
598,21024
598,21036
597,21095
597,21148
597,21153
597,21179
597,21224
597,21237
597,21240
597,21309
597,21319
597,21364
597,21394
597,21433
597,21448
597,21492
596,21508
596,21525
596,21591
596,21596
596,21613
596,21662
596,21716
596,21722
596,21727
596,21732
596,21743
596,21751
596,21756
596,21759
596,21902
596,21931
596,21935
596,21981
596,21992
596,21993
596,22003
595,22038
595,22041
595,22060
595,22066
595,22070
595,22077
595,22122
595,22123
595,22206
595,22301
595,22311
595,22330
595,22403
595,22437
595,22438
595,22469
595,22510
595,22516
595,22520
595,22523
595,22546
594,22568
594,22570
594,22577
594,22594
594,22624
594,22647
594,22683
594,22697
594,22698
594,22736
594,22943
594,22944
594,22984
594,23001
593,23012
593,23017
593,23022
593,23106
593,23117
593,23135
593,23197
593,23254
593,23289
593,23294
593,23297
593,23303
593,23304
593,23317
593,23391
593,23400
593,23443
593,23450
593,23506
592,23555
592,23561
592,23568
592,23589
592,23645
592,23648
592,23650
592,23717
592,23721
592,23728
592,23752
592,23794
592,23812
592,23837
592,23850
592,23867
592,23890
592,23935
592,23955
592,23964
592,23976
592,23990
591,24021
591,24054
591,24055
591,24065
591,24136
591,24139
591,24202
591,24292
591,24319
591,24324
591,24327
591,24394
591,24398
591,24416
591,24480
591,24501
590,24595
590,24607
590,24608
590,24674
590,24676
590,24743
590,24804
590,24813
590,24909
590,24925
590,24938
590,24976
590,25038
590,25043
590,25093
590,25115
590,25142
589,25188
589,25191
589,25271
589,25300
589,25412
589,25429
589,25455
589,25497
589,25548
589,25561
588,25663
588,25691
588,25694
588,25705
588,25721
588,25812
588,25968
588,25988
588,26038
588,26050
588,26057
588,26097
587,26129
587,26161
587,26193
587,26328
587,26455
587,26462
587,26488
587,26613
587,26626
587,26633
586,26663
586,26695
586,26707
586,26720
586,26840
586,26868
586,26887
586,26974
586,27005
586,27015
586,27048
586,27061
586,27063
586,27073
586,27092
586,27105
586,27136
586,27154
586,27157
586,27172
585,27259
585,27274
585,27368
585,27436
585,27438
585,27478
585,27522
585,27608
585,27647
585,27657
585,27724
585,27760
585,27780
585,27781
585,27794
585,27811
584,27828
584,27898
584,27958
584,27967
584,27985
584,27988
584,28025
584,28120
584,28169
584,28240
584,28270
584,28279
584,28322
584,28325
583,28366
583,28424
583,28440
583,28445
583,28474
583,28548
583,28570
583,28573
583,28630
583,28675
583,28699
583,28702
583,28791
583,28822
583,28842
582,28914
582,28923
582,28976
582,29038
582,29051
582,29066
582,29077
582,29087
582,29088
582,29116
582,29125
582,29130
582,29161
582,29167
582,29204
582,29214
582,29300
582,29329
581,29412
581,29420
581,29436
581,29449
581,29482
581,29491
581,29492
581,29518
581,29544
581,29601
581,29623
581,29633
581,29647
581,29669
581,29672
581,29689
581,29706
581,29750
581,29755
581,29778
581,29794
581,29805
581,29815
581,29862
581,29865
581,29880
581,29913
581,29930
581,29944
581,29946
580,30028
580,30054
580,30067
580,30117
580,30171
580,30172
580,30185
580,30231
580,30282
580,30333
580,30404
580,30441
580,30465
580,30476
580,30509
579,30551
579,30557
579,30575
579,30576
579,30585
579,30645
579,30684
579,30726
579,30778
579,30801
579,30895
579,30905
579,30934
579,30998
579,31020
579,31066
579,31069
579,31084
578,31089
578,31091
578,31096
578,31108
578,31168
578,31169
578,31171
578,31208
578,31282
578,31289
578,31328
578,31359
578,31369
578,31372
578,31382
578,31444
578,31459
578,31471
578,31496
578,31534
578,31538
578,31553
578,31563
578,31582
577,31618
577,31620
577,31636
577,31641
577,31672
577,31703
577,31741
577,31757
577,31763
577,31806
577,31811
577,31868
577,31882
577,31889
577,31891
577,31893
577,31895
577,31949
577,31975
577,31996
577,32005
577,32007
577,32008
577,32017
577,32037
577,32081
577,32156
577,32159
577,32162
577,32186
576,32341
576,32381
576,32386
576,32419
576,32475
576,32494
576,32503
576,32542
576,32589
576,32592
576,32670
576,32714
576,32736
576,32759
576,32763
575,32797
575,32805
575,32806
575,32867
575,32935
575,32971
575,32999
575,33013
575,33086
575,33112
575,33146
575,33152
575,33183
575,33190
575,33191
575,33200
575,33206
575,33215
575,33230
575,33311
575,33326
575,33327
575,33337
574,33404
574,33406
574,33411
574,33450
574,33550
574,33581
574,33583
574,33626
574,33644
574,33683
574,33693
574,33725
574,33772
574,33832
574,33834
574,33910
573,34003
573,34005
573,34018
573,34057
573,34058
573,34100
573,34101
573,34109
573,34258
573,34299
573,34309
573,34314
573,34330
573,34347
573,34381
573,34394
573,34395
573,34430
573,34462
572,34535
572,34548
572,34552
572,34562
572,34608
572,34652
572,34660
572,34690
572,34693
572,34735
572,34799
572,34807
572,34825
572,34859
572,34893
572,34965
572,34977
572,34988
572,34990
572,35013
572,35030
572,35051
571,35065
571,35126
571,35137
571,35158
571,35169
571,35187
571,35250
571,35281
571,35294
571,35295
571,35302
571,35311
571,35341
571,35344
571,35390
571,35408
571,35437
571,35476
571,35482
571,35484
571,35500
571,35507
571,35585
571,35626
571,35638
571,35651
570,35670
570,35690
570,35701
570,35793
570,35819
570,35838
570,35849
570,35892
570,35929
570,35985
570,35987
570,36014
570,36058
570,36060
570,36069
570,36098
570,36114
570,36143
570,36152
570,36160
570,36174
570,36223
570,36266
570,36284
570,36310
569,36369
569,36381
569,36416
569,36482
569,36544
569,36571
569,36572
569,36607
569,36609
569,36613
569,36622
569,36634
569,36651
569,36679
569,36688
569,36701
569,36710
569,36756
569,36783
569,36786
569,36857
569,36873
569,36898
568,36937
568,36938
568,36965
568,36997
568,37000
568,37016
568,37020
568,37023
568,37030
568,37032
568,37045
568,37051
568,37099
568,37142
568,37153
568,37195
568,37286
568,37304
568,37345
568,37346
568,37382
568,37400
568,37413
568,37419
568,37477
568,37480
567,37486
567,37492
567,37498
567,37523
567,37525
567,37532
567,37553
567,37568
567,37577
567,37594
567,37604
567,37612
567,37656
567,37667
567,37669
567,37718
567,37862
567,37883
567,37920
567,37926
567,37947
567,37966
567,37999
567,38001
567,38035
566,38062
566,38065
566,38102
566,38193
566,38212
566,38257
566,38264
566,38341
566,38350
566,38395
566,38419
566,38444
566,38486
566,38540
566,38549
566,38558
566,38563
566,38667
566,38675
566,38704
565,38707
565,38741
565,38765
565,38768
565,38786
565,38801
565,38802
565,38840
565,38879
565,38942
565,38968
565,38996
565,39013
565,39016
565,39047
565,39048
565,39132
565,39229
565,39240
565,39283
565,39327
565,39336
564,39351
564,39368
564,39417
564,39428
564,39465
564,39497
564,39558
564,39589
564,39612
564,39691
564,39811
564,39858
564,39859
564,39889
564,39896
564,39898
564,39905
564,39912
563,39962
563,40028
563,40033
563,40082
563,40098
563,40099
563,40133
563,40161
563,40170
563,40209
563,40235
563,40238
563,40241
563,40243
563,40247
563,40267
563,40378
563,40379
563,40492
563,40502
563,40507
563,40512
562,40517
562,40542
562,40547
562,40605
562,40610
562,40617
562,40629
562,40644
562,40670
562,40682
562,40725
562,40736
562,40754
562,40763
562,40810
562,40832
562,40871
562,40894
562,40924
562,40999
562,41034
562,41071
562,41082
562,41120
562,41131
561,41170
561,41180
561,41192
561,41201
561,41207
561,41213
561,41249
561,41289
561,41338
561,41404
561,41409
561,41410
561,41423
561,41446
561,41458
561,41484
561,41527
561,41538
561,41607
561,41630
561,41662
561,41667
561,41680
560,41789
560,41822
560,41846
560,41852
560,41853
560,41863
560,41885
560,41914
560,41947
560,41951
560,41960
560,41971
560,41975
560,41980
560,41987
560,42024
560,42047
560,42048
560,42068
560,42076
560,42096
560,42105
560,42328
560,42337
560,42343
560,42401
560,42475
560,42501
559,42537
559,42548
559,42555
559,42571
559,42583
559,42624
559,42648
559,42720
559,42748
559,42829
559,42858
559,42873
559,42949
559,42975
559,42989
559,42991
559,43018
559,43028
559,43034
559,43070
559,43108
559,43111
559,43144
558,43183
558,43189
558,43228
558,43254
558,43262
558,43266
558,43278
558,43315
558,43325
558,43350
558,43440
558,43442
558,43475
558,43547
558,43571
558,43576
558,43601
558,43657
558,43675
558,43683
558,43685
558,43700
558,43828
558,43835
558,43841
557,43876
557,43891
557,43925
557,44015
557,44095
557,44148
557,44154
557,44159
557,44171
557,44178
557,44240
557,44285
557,44296
557,44300
557,44302
557,44351
557,44360
557,44377
557,44433
557,44451
557,44482
557,44495
557,44498
557,44505
557,44514
556,44565
556,44606
556,44621
556,44637
556,44641
556,44712
556,44740
556,44752
556,44786
556,44791
556,44798
556,44803
556,44815
556,44822
556,44838
556,44879
556,44942
556,45022
556,45027
556,45056
556,45059
556,45063
556,45064
556,45066
556,45189
556,45204
555,45207
555,45230
555,45244
555,45265
555,45304
555,45312
555,45326
555,45344
555,45364
555,45372
555,45394
555,45423
555,45427
555,45441
555,45444
555,45461
555,45474
555,45493
555,45535
555,45613
555,45633
555,45706
555,45709
555,45710
555,45715
555,45823
555,45835
554,45844
554,45860
554,45865
554,45896
554,45911
554,45964
554,45965
554,46018
554,46049
554,46073
554,46196
554,46218
554,46221
554,46225
554,46290
554,46297
554,46300
554,46304
554,46355
554,46458
553,46485
553,46500
553,46502
553,46509
553,46539
553,46612
553,46648
553,46695
553,46772
553,46785
553,46809
553,46816
553,46834
553,46850
553,46856
553,46874
553,46891
553,46926
553,46935
553,46941
553,46964
553,46978
553,46986
553,46997
553,47041
553,47048
553,47049
553,47074
553,47082
552,47172
552,47185
552,47194
552,47200
552,47212
552,47214
552,47223
552,47301
552,47390
552,47430
552,47442
552,47462
552,47471
552,47474
552,47476
552,47487
552,47492
552,47495
552,47505
552,47512
552,47544
552,47567
552,47588
552,47600
552,47618
552,47620
552,47628
552,47634
552,47637
552,47662
552,47724
552,47726
552,47774
552,47779
552,47783
552,47811
552,47826
551,47846
551,47874
551,47886
551,47905
551,47907
551,47909
551,47922
551,47925
551,47973
551,48032
551,48040
551,48076
551,48086
551,48108
551,48112
551,48172
551,48196
551,48224
551,48284
551,48285
551,48289
551,48297
551,48372
551,48469
551,48478
551,48517
551,48533
550,48599
550,48605
550,48607
550,48648
550,48653
550,48668
550,48684
550,48756
550,48759
550,48782
550,48869
550,48903
550,48906
550,48923
550,48948
550,48958
550,49017
550,49037
550,49049
550,49127
550,49170
550,49183
550,49216
550,49228
550,49251
550,49261
549,49294
549,49296
549,49316
549,49323
549,49338
549,49378
549,49379
549,49422
549,49469
549,49489
549,49501
549,49520
549,49591
549,49592
549,49606
549,49645
549,49678
549,49685
549,49688
549,49759
549,49766
549,49811
549,49851
549,49897
549,49910
549,49937
548,49964
548,50028
548,50048
548,50061
548,50109
548,50119
548,50145
548,50181
548,50184
548,50195
548,50198
548,50209
548,50216
548,50221
548,50222
548,50248
548,50278
548,50313
548,50337
548,50401
548,50402
548,50415
548,50418
548,50429
548,50450
548,50480
548,50486
548,50492
548,50501
548,50571
548,50640
548,50642
547,50685
547,50701
547,50722
547,50747
547,50788
547,50903
547,50906
547,50907
547,50971
547,50979
547,51007
547,51035
547,51077
547,51084
547,51093
547,51116
547,51163
547,51177
547,51183
547,51224
547,51226
547,51232
547,51237
547,51245
547,51287
547,51300
547,51310
546,51374
546,51393
546,51406
546,51443
546,51446
546,51462
546,51480
546,51499
546,51520
546,51534
546,51608
546,51618
546,51619
546,51674
546,51723
546,51746
546,51881
546,51888
546,51964
546,52025
545,52060
545,52068
545,52122
545,52261
545,52287
545,52299
545,52347
545,52349
545,52416
545,52426
545,52430
545,52446
545,52458
545,52459
545,52499
545,52527
545,52553
545,52595
545,52615
545,52649
545,52661
545,52715
545,52718
545,52746
545,52776
545,52785
544,52795
544,52805
544,52813
544,52823
544,52839
544,52854
544,52878
544,52914
544,52973
544,52980
544,53005
544,53008
544,53048
544,53053
544,53059
544,53096
544,53194
544,53198
544,53212
544,53253
544,53274
544,53284
544,53312
544,53346
544,53372
544,53404
544,53427
543,53434
543,53467
543,53470
543,53478
543,53491
543,53504
543,53581
543,53607
543,53614
543,53632
543,53633
543,53688
543,53705
543,53715
543,53746
543,53800
543,53842
543,53899
543,53927
543,53992
543,53994
543,53996
543,54007
543,54015
543,54031
543,54032
543,54063
542,54217
542,54261
542,54264
542,54265
542,54275
542,54366
542,54369
542,54376
542,54391
542,54433
542,54442
542,54445
542,54456
542,54506
542,54514
542,54515
542,54524
542,54534
542,54537
542,54597
542,54598
542,54618
542,54653
542,54684
542,54712
542,54729
542,54800
542,54803
542,54804
541,54817
541,54847
541,54868
541,54884
541,54914
541,54943
541,55001
541,55009
541,55031
541,55037
541,55048
541,55055
541,55185
541,55213
541,55255
541,55276
541,55281
541,55291
541,55315
541,55325
541,55366
541,55400
541,55460
541,55490
541,55514
540,55546
540,55551
540,55554
540,55580
540,55587
540,55589
540,55595
540,55635
540,55649
540,55654
540,55746
540,55763
540,55847
540,55868
540,55890
540,55915
540,55919
540,55930
540,55931
540,55939
540,55947
540,55950
540,55963
540,55980
540,56012
540,56090
540,56099
540,56102
540,56183
540,56193
540,56203
539,56247
539,56282
539,56304
539,56305
539,56314
539,56337
539,56356
539,56380
539,56434
539,56453
539,56517
539,56520
539,56546
539,56547
539,56599
539,56624
539,56625
539,56627
539,56662
539,56699
539,56700
539,56742
539,56796
539,56804
539,56847
539,56852
539,56861
539,56863
539,56879
538,56912
538,56945
538,56952
538,56961
538,56962
538,57010
538,57036
538,57050
538,57061
538,57065
538,57132
538,57160
538,57218
538,57254
538,57263
538,57288
538,57290
538,57324
538,57344
538,57356
538,57370
538,57374
538,57385
538,57451
538,57473
538,57481
538,57494
538,57518
538,57526
538,57549
538,57614
538,57618
537,57673
537,57675
537,57691
537,57707
537,57728
537,57731
537,57759
537,57812
537,57828
537,57840
537,57845
537,57895
537,57918
537,57934
537,57963
537,57969
537,57986
537,58006
537,58046
537,58064
537,58071
537,58102
537,58108
537,58116
537,58125
537,58185
537,58227
537,58240
537,58247
537,58261
537,58278
537,58286
536,58335
536,58344
536,58348
536,58380
536,58388
536,58406
536,58412
536,58455
536,58459
536,58462
536,58482
536,58486
536,58493
536,58503
536,58548
536,58574
536,58587
536,58625
536,58679
536,58683
536,58704
536,58712
536,58725
536,58750
536,58788
536,58793
536,58903
536,58909
536,58920
536,58938
536,58942
536,58968
536,58979
536,59002
536,59005
536,59006
536,59007
536,59026
535,59073
535,59100
535,59102
535,59114
535,59133
535,59161
535,59170
535,59186
535,59241
535,59244
535,59248
535,59258
535,59262
535,59271
535,59291
535,59299
535,59351
535,59362
535,59367
535,59375
535,59376
535,59411
535,59414
535,59459
535,59528
535,59562
535,59563
535,59572
535,59581
535,59586
535,59710
535,59747
535,59764
535,59769
535,59846
534,59873
534,59941
534,59953
534,59995
534,59997
534,60012
534,60024
534,60066
534,60098
534,60125
534,60132
534,60157
534,60160
534,60180
534,60186
534,60203
534,60212
534,60338
534,60356
534,60431
534,60435
534,60452
534,60468
534,60471
534,60473
533,60533
533,60550
533,60605
533,60612
533,60645
533,60647
533,60706
533,60711
533,60755
533,60758
533,60766
533,60790
533,60795
533,60863
533,60871
533,60952
533,60978
533,61005
533,61011
533,61022
533,61045
533,61046
533,61059
533,61114
533,61128
533,61206
533,61207
533,61221
533,61225
533,61229
533,61250
533,61257
533,61258
532,61287
532,61290
532,61322
532,61326
532,61331
532,61351
532,61352
532,61372
532,61383
532,61389
532,61390
532,61443
532,61461
532,61470
532,61478
532,61487
532,61511
532,61628
532,61643
532,61725
532,61734
532,61771
532,61783
532,61810
532,61815
532,61820
532,61836
532,61871
532,61878
532,61902
532,61939
532,61947
532,61950
532,61970
532,61977
531,61985
531,61995
531,62009
531,62033
531,62045
531,62049
531,62058
531,62103
531,62112
531,62117
531,62133
531,62148
531,62154
531,62159
531,62214
531,62266
531,62306
531,62308
531,62313
531,62314
531,62325
531,62354
531,62361
531,62388
531,62404
531,62422
531,62427
531,62469
531,62506
531,62511
531,62514
531,62680
531,62688
531,62696
531,62724
530,62816
530,62823
530,62853
530,62880
530,62932
530,62963
530,62969
530,62987
530,63007
530,63009
530,63011
530,63099
530,63100
530,63140
530,63155
530,63168
530,63174
530,63177
530,63247
530,63323
530,63361
530,63364
530,63369
530,63376
530,63378
530,63458
530,63504
530,63505
529,63551
529,63554
529,63580
529,63603
529,63604
529,63633
529,63654
529,63666
529,63671
529,63680
529,63717
529,63725
529,63753
529,63791
529,63807
529,63828
529,63872
529,63875
529,63915
529,63918
529,63960
529,63963
529,63973
529,64007
529,64017
529,64024
529,64040
529,64058
529,64069
529,64174
529,64176
529,64186
529,64221
529,64234
529,64237
528,64286
528,64326
528,64335
528,64357
528,64388
528,64401
528,64409
528,64424
528,64490
528,64542
528,64648
528,64650
528,64684
528,64707
528,64741
528,64773
528,64813
528,64871
528,64890
528,64912
528,64933
528,64956
528,64961
527,64973
527,64982
527,65015
527,65029
527,65032
527,65054
527,65078
527,65091
527,65102
527,65107
527,65118
527,65134
527,65159
527,65222
527,65279
527,65304
527,65329
527,65353
527,65399
527,65408
527,65448
527,65452
527,65529
527,65538
527,65619
527,65637
526,65724
526,65737
526,65742
526,65786
526,65810
526,65855
526,65867
526,65893
526,65896
526,65904
526,65940
526,65963
526,65974
526,65978
526,65992
526,65994
526,66015
526,66025
526,66032
526,66083
526,66099
526,66114
526,66120
526,66124
526,66148
526,66155
526,66209
526,66230
526,66247
526,66256
526,66258
526,66262
526,66285
526,66318
526,66356
526,66393
526,66425
525,66465
525,66502
525,66504
525,66528
525,66609
525,66672
525,66697
525,66700
525,66714
525,66717
525,66726
525,66752
525,66766
525,66772
525,66781
525,66782
525,66854
525,66887
525,66899
525,67007
525,67008
525,67023
525,67065
525,67105
525,67113
525,67160
525,67183
525,67222
524,67230
524,67232
524,67245
524,67246
524,67293
524,67316
524,67319
524,67333
524,67352
524,67360
524,67437
524,67480
524,67481
524,67491
524,67512
524,67543
524,67620
524,67635
524,67643
524,67649
524,67658
524,67668
524,67680
524,67702
524,67753
524,67777
524,67799
524,67816
524,67836
524,67872
524,67897
523,67909
523,67911
523,67917
523,67928
523,67944
523,67945
523,67951
523,68012
523,68029
523,68082
523,68155
523,68156
523,68180
523,68200
523,68221
523,68223
523,68232
523,68239
523,68245
523,68282
523,68302
523,68349
523,68498
523,68537
523,68540
523,68550
523,68573
523,68605
523,68641
523,68648
522,68676
522,68677
522,68678
522,68690
522,68695
522,68700
522,68736
522,68754
522,68761
522,68764
522,68765
522,68772
522,68776
522,68784
522,68853
522,68870
522,68883
522,68922
522,68943
522,68953
522,69018
522,69065
522,69139
522,69153
522,69154
522,69190
522,69191
522,69198
522,69204
522,69261
522,69294
522,69296
522,69302
522,69306
522,69323
521,69396
521,69402
521,69404
521,69461
521,69483
521,69497
521,69523
521,69524
521,69536
521,69611
521,69612
521,69628
521,69634
521,69677
521,69689
521,69794
521,69845
521,69864
521,69873
521,69879
521,69881
521,69924
521,69943
521,69961
521,69974
521,69980
521,70033
521,70050
521,70054
521,70080
521,70101
521,70110
521,70136
521,70143
520,70151
520,70188
520,70195
520,70205
520,70217
520,70241
520,70268
520,70278
520,70281
520,70282
520,70315
520,70370
520,70384
520,70394
520,70434
520,70467
520,70518
520,70520
520,70600
520,70607
520,70612
520,70694
520,70735
520,70771
520,70804
520,70823
520,70855
520,70868
520,70881
520,70908
520,70926
520,70991
520,70999
520,71004
519,71045
519,71082
519,71097
519,71102
519,71107
519,71123
519,71134
519,71141
519,71147
519,71152
519,71153
519,71171
519,71173
519,71183
519,71197
519,71253
519,71300
519,71302
519,71345
519,71372
519,71373
519,71385
519,71388
519,71396
519,71400
519,71421
519,71429
519,71432
519,71443
519,71453
519,71464
519,71479
519,71481
519,71501
519,71512
519,71519
519,71590
519,71630
519,71717
518,71760
518,71774
518,71821
518,71858
518,71883
518,71909
518,71978
518,72029
518,72034
518,72047
518,72131
518,72170
518,72234
518,72244
518,72270
518,72290
518,72294
518,72324
518,72348
518,72402
518,72421
518,72437
518,72445
517,72482
517,72499
517,72559
517,72569
517,72604
517,72616
517,72636
517,72640
517,72651
517,72681
517,72696
517,72721
517,72730
517,72749
517,72791
517,72897
517,72911
517,72923
517,72939
517,72962
517,73007
517,73063
517,73068
517,73098
517,73140
517,73167
517,73195
516,73214
516,73229
516,73230
516,73235
516,73246
516,73293
516,73296
516,73297
516,73337
516,73359
516,73381
516,73385
516,73454
516,73470
516,73482
516,73511
516,73540
516,73562
516,73579
516,73628
516,73661
516,73680
516,73682
516,73730
516,73754
516,73825
516,73913
516,73920
516,73955
516,74015
516,74017
515,74029
515,74052
515,74083
515,74096
515,74097
515,74099
515,74125
515,74128
515,74133
515,74165
515,74182
515,74234
515,74237
515,74243
515,74247
515,74256
515,74285
515,74304
515,74315
515,74324
515,74362
515,74403
515,74422
515,74429
515,74449
515,74461
515,74465
515,74538
515,74550
515,74558
515,74560
515,74640
515,74656
515,74667
515,74680
515,74681
515,74716
515,74723
515,74741
515,74775
515,74779
515,74803
515,74811
514,74852
514,74866
514,74873
514,74909
514,74912
514,74942
514,74963
514,74970
514,74973
514,74986
514,75008
514,75009
514,75022
514,75038
514,75073
514,75106
514,75108
514,75114
514,75115
514,75117
514,75200
514,75239
514,75247
514,75283
514,75320
514,75326
514,75347
514,75366
514,75371
514,75416
514,75422
514,75476
514,75486
514,75538
514,75545
514,75578
513,75600
513,75615
513,75632
513,75665
513,75672
513,75691
513,75741
513,75796
513,75823
513,75841
513,75874
513,75875
513,75906
513,75908
513,75910
513,75942
513,75957
513,75988
513,76041
513,76084
513,76118
513,76166
513,76222
513,76274
513,76286
513,76349
513,76354
513,76356
513,76359
512,76371
512,76385
512,76386
512,76394
512,76398
512,76408
512,76419
512,76421
512,76438
512,76492
512,76502
512,76554
512,76566
512,76572
512,76622
512,76668
512,76698
512,76713
512,76722
512,76741
512,76757
512,76788
512,76821
512,76837
512,76840
512,76846
512,76912
512,76918
512,76939
512,76956
512,76961
512,77025
512,77029
512,77080
512,77087
512,77146
512,77148
512,77175
511,77204
511,77214
511,77215
511,77218
511,77231
511,77256
511,77262
511,77270
511,77295
511,77300
511,77328
511,77329
511,77339
511,77354
511,77366
511,77405
511,77454
511,77459
511,77481
511,77492
511,77503
511,77523
511,77527
511,77530
511,77533
511,77582
511,77586
511,77591
511,77605
511,77609
