neet_roll_no,neet_score,neet_ai_rank,category,hk,karnataka
2703005559,703,55,General Merit,Yes,Yes
2705007519,700,85,Category-1,Yes,Yes
2702307061,697,113,Category-2A,No,Yes
2708205138,695,148,Category-3B,No,Yes
2707001073,691,224,General Merit,No,Yes
2701009287,691,235,Category-2A,No,Yes
2702324016,686,365,General Merit,No,Yes
2702304241,686,375,General Merit,No,Yes
2702315030,685,399,Category-1,No,Yes
2707004179,685,440,Category-3A,No,Yes
2702102527,683,491,Category-2B,No,Yes
2708107137,681,537,Category-3A,No,Yes
2703007035,681,541,Category-3B,Yes,Yes
2702123062,681,551,General Merit,No,Yes
2708206097,681,583,General Merit,No,Yes
2701007334,680,666,General Merit,No,Yes
2702304297,676,816,General Merit,No,Yes
2702228212,676,861,General Merit,No,Yes
2703011220,675,892,Category-3B,No,Yes
2702301496,675,900,General Merit,No,Yes
2707002518,675,906,Category-3B,No,Yes
2709003280,675,911,General Merit,No,Yes
2702106111,675,934,General Merit,No,Yes
2706010225,675,979,General Merit,No,Yes
2702307631,675,993,General Merit,No,Yes
2706036160,673,1033,Category-2A,Yes,Yes
2707001177,672,1060,General Merit,No,Yes
2708117031,671,1094,General Merit,No,Yes
2702216303,671,1138,General Merit,No,Yes
2702216257,670,1219,General Merit,No,Yes
2702304566,670,1225,General Merit,No,Yes
2707003482,670,1233,General Merit,Yes,Yes
2702109417,670,1365,Category-2B,No,Yes
2702116166,668,1399,Category-3A,No,Yes
2708215107,666,1519,General Merit,No,Yes
2702301843,666,1538,General Merit,No,Yes
2703001485,666,1545,General Merit,No,Yes
2702321058,666,1566,General Merit,No,Yes
2702310113,665,1668,Category-3A,No,Yes
2702115195,665,1735,General Merit,No,Yes
2705022260,665,1749,Category-2B,Yes,Yes
2705023062,665,1753,Category-1,Yes,Yes
2702121094,665,1770,General Merit,No,Yes
2701020203,663,1884,Category-2A,No,Yes
2707001655,663,1906,General Merit,No,Yes
2702212310,662,1926,General Merit,No,Yes
2701003357,662,1942,General Merit,No,Yes
2702305486,661,2020,General Merit,No,Yes
2708104336,661,2040,General Merit,No,Yes
2707002035,661,2075,Category-3B,No,Yes
2702306153,661,2111,General Merit,No,Yes
2703028213,661,2129,Category-2A,No,Yes
2705015266,661,2130,General Merit,Yes,Yes
2702216373,661,2176,General Merit,No,Yes
2709004227,660,2243,General Merit,No,Yes
2702224292,660,2309,General Merit,No,Yes
2702310128,660,2351,Category-3A,No,Yes
2702312153,660,2355,General Merit,No,Yes
2707007286,660,2390,General Merit,No,Yes
2702308640,659,2464,Category-3B,No,Yes
2708115029,658,2527,Category-3A,No,Yes
2702101209,657,2570,General Merit,No,Yes
2707007439,656,2709,Category-2A,No,Yes
2702304319,656,2717,General Merit,No,Yes
2705006086,656,2738,Category-2B,Yes,Yes
2703002553,656,2791,,No,Yes
2703014225,656,2852,General Merit,No,Yes
2708106164,656,2864,General Merit,No,Yes
2708111164,655,2893,Category-3B,No,Yes
2702220015,655,2943,General Merit,Yes,Yes
2702313360,655,2950,Category-3A,No,Yes
2708102438,655,2987,Category-3A,No,Yes
2702108594,655,3001,General Merit,No,Yes
2708209264,655,3037,Category-2B,No,Yes
2702104421,655,3064,General Merit,No,Yes
2703028242,655,3082,Category-3B,No,Yes
2708207036,654,3160,Category-3A,No,Yes
2702108003,654,3216,General Merit,No,Yes
2707001594,653,3218,General Merit,No,Yes
2702227037,653,3320,General Merit,No,Yes
2702303382,653,3330,Category-3A,No,Yes
2705011313,652,3371,Category-3B,Yes,Yes
2707005253,652,3394,Category-2B,No,Yes
2702212042,652,3410,General Merit,No,Yes
2707004083,652,3437,General Merit,No,Yes
2703018126,652,3450,General Merit,No,Yes
2708205071,651,3508,Category-2A,No,Yes
2703028044,651,3532,Category-1,No,Yes
2702216100,651,3539,General Merit,No,Yes
2703012165,651,3606,Category-3B,No,Yes
2702303010,651,3697,Category-2B,No,Yes
2705044002,650,3744,General Merit,Yes,Yes
2708205028,650,3789,General Merit,No,Yes
2702115283,650,3846,Category-3A,No,Yes
2708207189,650,3854,Category-2A,No,Yes
2707005363,650,3865,General Merit,No,Yes
2702202340,650,3899,Category-3A,No,Yes
2707002506,650,3924,General Merit,No,Yes
2702213434,650,3946,General Merit,No,Yes
2702320050,650,4004,General Merit,No,Yes
2703017107,649,4041,General Merit,No,Yes
2702213239,649,4107,General Merit,No,Yes
2702304259,648,4154,General Merit,No,Yes
2702119234,648,4264,Category-1,No,Yes
2704003032,647,4348,Category-3B,No,Yes
2702117348,647,4423,Category-2A,No,Yes
2708202279,647,4431,Category-3A,No,Yes
2707010045,646,4488,Category-2B,No,Yes
2705030172,646,4496,Category-3B,Yes,Yes
2705038145,646,4504,Category-3B,Yes,Yes
2707007440,646,4530,General Merit,No,Yes
2706002635,646,4590,Category-3A,Yes,Yes
2702318377,646,4634,General Merit,No,Yes
2702114080,646,4650,General Merit,No,Yes
2703023054,646,4662,General Merit,No,Yes
2702214120,646,4693,General Merit,No,Yes
2702310434,645,4709,Category-3A,No,Yes
2703013385,645,4734,Category-3B,No,Yes
2702216204,645,4742,,No,Yes
2702102664,645,4743,Category-2B,No,Yes
2707003192,645,4771,Category-3A,No,Yes
2702120121,645,4775,Category-1,No,Yes
2703022223,645,4807,General Merit,No,Yes
2702315170,645,4815,Category-3A,No,Yes
2702204336,645,4860,General Merit,No,Yes
2702213381,645,4869,General Merit,No,Yes
2708114263,645,4888,General Merit,No,Yes
2709002125,645,4948,General Merit,No,Yes
2702207375,645,4987,General Merit,No,Yes
2703005346,644,5052,Category-3B,No,Yes
2703021049,643,5171,Category-3B,No,Yes
2703012132,643,5188,Category-3B,No,Yes
2702206512,643,5224,General Merit,No,Yes
2702307261,643,5256,Category-3B,No,Yes
2708105208,643,5262,Category-3B,No,Yes
2702103204,643,5305,,No,Yes
2708116216,642,5379,Category-3A,No,Yes
2702305031,642,5430,General Merit,No,Yes
2702108064,642,5446,Category-3A,No,Yes
2707001019,642,5474,Category-2A,No,Yes
2702301487,642,5496,General Merit,,Yes
2702306298,641,5565,Category-3B,No,Yes
2703004210,641,5572,Category-3B,No,Yes
2707001018,641,5600,General Merit,No,Yes
2703004254,641,5660,General Merit,No,Yes
2702110145,641,5684,General Merit,No,Yes
2702120233,641,5689,Category-3A,No,Yes
2703022062,641,5762,General Merit,No,Yes
2707005187,640,5848,General Merit,No,Yes
2707004374,640,5877,General Merit,No,Yes
2705010403,640,5892,General Merit,Yes,Yes
2702114165,640,5922,General Merit,No,Yes
2702209178,640,5943,General Merit,No,Yes
2703008333,640,5944,Category-3B,No,Yes
2703003487,640,5962,General Merit,No,Yes
2706004487,640,5990,Category-2A,Yes,Yes
2702219104,640,6013,General Merit,,Yes
2705009002,640,6050,Category-3B,No,Yes
2709007248,640,6091,Category-1,No,Yes
2705023263,639,6148,Category-3B,Yes,Yes
2702302781,639,6150,General Merit,No,Yes
2706020026,639,6166,Category-3B,No,Yes
2702101141,639,6201,General Merit,No,Yes
2703002177,639,6204,Category-3B,No,Yes
2708217061,639,6208,Category-3A,No,Yes
2702107471,639,6246,General Merit,No,Yes
2702305460,638,6306,General Merit,No,Yes
2701012348,638,6327,Category-3A,Yes,Yes
2708102165,638,6328,Category-3B,No,Yes
2705021136,638,6423,Category-3B,Yes,Yes
2702306731,637,6475,General Merit,No,Yes
2702211099,637,6495,General Merit,No,Yes
2702126300,637,6544,Category-2A,No,Yes
2703034131,637,6547,General Merit,No,Yes
2707001501,637,6596,Category-3B,Yes,Yes
2707003127,637,6663,General Merit,No,Yes
2704002037,637,6674,General Merit,No,Yes
2708207095,636,6764,Category-3A,No,Yes
2704007282,636,6765,Category-3A,Yes,Yes
2706012389,636,6825,Category-3B,Yes,Yes
2706017088,636,6826,General Merit,No,Yes
2707002325,636,6895,Category-3B,No,Yes
2703030182,636,6915,Category-2A,Yes,Yes
2702128021,636,6934,General Merit,No,Yes
2702111095,636,6966,General Merit,No,Yes
2707008167,636,6987,Category-3A,No,Yes
2702217095,635,7011,Category-3B,No,Yes
2706001188,635,7036,Category-1,Yes,Yes
2702307625,635,7069,General Merit,No,Yes
2701007110,635,7097,Category-3B,No,Yes
2702307223,635,7168,Category-2A,Yes,Yes
2703028064,635,7256,General Merit,Yes,Yes
2702303910,635,7260,General Merit,No,Yes
2703008120,635,7284,General Merit,No,Yes
2703006233,635,7332,Category-3A,No,Yes
2708104066,634,7351,Category-2A,No,Yes
2705022152,634,7426,,Yes,Yes
2707001489,634,7466,Category-3A,No,Yes
2707005406,634,7504,Category-2B,No,Yes
2702220108,633,7534,Category-3A,No,Yes
2703009055,633,7618,Category-3B,No,Yes
2702103447,633,7641,General Merit,No,Yes
2703005145,633,7658,General Merit,No,Yes
2702318261,633,7663,Category-3B,No,Yes
2708104253,632,7779,General Merit,No,Yes
2705015007,632,7786,Category-3B,No,Yes
2706018252,632,7847,Category-2A,No,Yes
2709005085,632,7879,Category-2A,No,Yes
2709005203,632,7951,Category-3B,No,Yes
2707001615,632,7952,Category-1,No,Yes
2705003305,632,8026,Category-1,Yes,Yes
2702214389,631,8056,Category-3A,No,Yes
2708209109,631,8072,Category-3A,No,Yes
2702205139,631,8093,General Merit,No,Yes
2702224254,631,8119,General Merit,No,Yes
2702323264,631,8139,Category-3A,No,Yes
2709004250,631,8179,General Merit,No,Yes
2708112194,631,8241,Category-3A,No,Yes
2703001172,631,8324,Category-3B,No,Yes
2707002351,630,8361,General Merit,No,Yes
2705009475,630,8371,Category-3A,Yes,Yes
2702115239,630,8417,General Merit,No,Yes
2702301924,630,8428,General Merit,No,Yes
2702305433,630,8436,General Merit,No,Yes
2705020287,630,8511,Category-2A,Yes,Yes
2702218258,630,8571,Category-2A,No,Yes
2702123232,629,8787,General Merit,No,Yes
2702206355,629,8814,,No,Yes
2704011023,629,8824,Category-2A,No,Yes
2705021300,629,8863,Category-3A,Yes,Yes
2702206260,629,8869,Category-3B,No,Yes
2702206263,629,8911,General Merit,No,Yes
2706005327,629,8925,Category-2A,No,Yes
2708106247,629,8957,General Merit,No,Yes
2702301914,628,9012,Category-2A,No,Yes
2702307056,628,9031,General Merit,Yes,Yes
2702103175,628,9045,Category-2A,No,Yes
2705003524,628,9093,Category-3B,Yes,Yes
2707002024,628,9097,General Merit,No,Yes
2702227006,628,9164,Category-3A,No,Yes
2706025017,628,9184,General Merit,No,Yes
2702213292,628,9227,General Merit,No,Yes
2707007207,627,9271,Category-1,No,Yes
2703010162,627,9298,General Merit,Yes,Yes
2702318047,627,9326,General Merit,No,Yes
2703004257,627,9340,Category-3B,No,Yes
2702210394,627,9352,General Merit,No,Yes
2707003007,627,9353,General Merit,No,Yes
2703008354,627,9433,Category-1,No,Yes
2708205354,627,9445,General Merit,No,Yes
2702307177,627,9465,Category-2B,No,Yes
2708103370,627,9496,Category-3A,No,Yes
2702323116,627,9512,Category-2B,Yes,Yes
2703008328,627,9516,General Merit,No,Yes
2702216403,627,9535,General Merit,,Yes
2703008355,626,9556,,No,Yes
2702212301,626,9644,,No,Yes
2704011104,626,9733,General Merit,No,Yes
2703026004,626,9753,Category-2A,No,Yes
2705008153,626,9795,Category-2A,Yes,Yes
2707004353,626,9801,General Merit,No,Yes
2702211400,626,9861,General Merit,No,Yes
2703019003,626,9874,Category-3A,No,Yes
2702112077,626,9896,Category-3A,No,Yes
2707004355,625,9920,Category-2A,No,Yes
2706034128,625,9922,General Merit,No,Yes
2705005175,625,9925,Category-2A,Yes,Yes
2709001280,625,9937,General Merit,No,Yes
2702307589,625,9938,General Merit,No,Yes
2708108277,625,9991,Category-2A,No,Yes
2702317309,625,10025,General Merit,No,Yes
2706007014,625,10048,Category-2A,Yes,Yes
2704010237,625,10082,Category-3B,No,Yes
2706012189,625,10083,Category-3B,No,Yes
2709006181,625,10108,General Merit,No,Yes
2702301539,625,10150,General Merit,No,Yes
2702104124,625,10213,General Merit,Yes,Yes
2709005104,625,10230,General Merit,No,Yes
2702319016,625,10309,General Merit,No,Yes
2702303325,624,10460,General Merit,No,Yes
2708110013,624,10466,Category-3A,No,Yes
2702201656,624,10475,General Merit,No,Yes
2708103165,624,10512,,No,Yes
2706036158,623,10537,Category-3A,Yes,Yes
2707005387,623,10628,General Merit,Yes,Yes
2702208591,623,10656,Category-3A,No,Yes
2702211336,623,10798,Category-3A,No,Yes
2702201137,623,10800,General Merit,No,Yes
2702214217,622,10817,Category-2A,No,Yes
2703001900,622,10848,Category-3A,No,Yes
2706021129,622,10849,General Merit,No,Yes
2702321030,622,10880,General Merit,No,Yes
2701017068,622,11060,Category-3B,No,Yes
2708203079,622,11063,General Merit,No,Yes
2706002367,622,11108,Category-2A,No,Yes
2706001463,622,11134,General Merit,No,Yes
2707004425,622,11144,Category-3B,No,Yes
2702201593,622,11158,Category-2A,No,Yes
2702114440,621,11203,Category-2A,No,Yes
2705027124,621,11233,Category-3B,Yes,Yes
2707006259,621,11276,Category-3A,No,Yes
2702310465,621,11398,Category-2A,No,Yes
2703006194,621,11449,General Merit,Yes,Yes
2707003280,621,11466,Category-3B,No,Yes
2703019275,621,11485,Category-3B,Yes,Yes
2708217075,620,11555,General Merit,No,Yes
2702105163,620,11575,Category-3A,No,Yes
2705017337,620,11648,Category-2A,Yes,Yes
2708115239,620,11706,Category-3B,No,Yes
2702106305,620,11740,Category-2A,No,Yes
2707009247,620,11924,General Merit,No,Yes
2708106245,620,11927,Category-3B,No,Yes
2703023167,619,11965,Category-2A,Yes,Yes
2708111231,619,12022,General Merit,No,Yes
2702205591,619,12126,Category-2A,No,Yes
2703007425,619,12192,General Merit,No,Yes
2702316183,619,12203,General Merit,No,Yes
2702204719,619,12224,Category-2A,No,Yes
2705008510,619,12226,Category-3B,Yes,Yes
2708201016,619,12231,Category-3B,No,Yes
2707006315,619,12241,General Merit,No,Yes
2702108511,619,12244,Category-1,No,Yes
2702310073,618,12308,General Merit,,Yes
2701002339,617,12606,Category-2A,No,Yes
2702219208,617,12691,General Merit,No,Yes
2706007395,617,12692,Category-2A,No,Yes
2707002359,617,12765,Category-2A,No,Yes
2703026228,617,12812,General Merit,Yes,Yes
2702104610,617,12870,Category-2A,No,Yes
2702114056,617,12925,General Merit,,Yes
2702317289,616,12970,General Merit,No,Yes
2702114220,616,13053,General Merit,No,Yes
2702203030,616,13069,Category-3A,No,Yes
2701020174,616,13074,Category-2A,No,Yes
2702320251,616,13079,Category-2B,No,Yes
2702303859,616,13087,General Merit,No,Yes
2708106294,616,13160,General Merit,No,Yes
2706006109,616,13203,General Merit,No,Yes
2702107329,616,13251,Category-3A,No,Yes
2707005449,616,13274,General Merit,No,Yes
2706015021,616,13275,General Merit,Yes,Yes
2701016278,616,13281,General Merit,No,Yes
2702227097,616,13311,General Merit,No,Yes
2702222191,616,13323,General Merit,No,Yes
2705003417,615,13355,Category-2B,Yes,Yes
2707005082,615,13414,Category-3A,No,Yes
2702101248,615,13529,General Merit,No,Yes
2706014029,615,13659,Category-2A,No,Yes
2702209207,615,13682,General Merit,No,Yes
2702209377,615,13708,General Merit,No,Yes
2702303776,615,13729,Category-3A,No,Yes
2702213105,615,13737,General Merit,No,Yes
2702206297,615,13739,General Merit,No,Yes
2701016178,615,13748,,No,Yes
2704002594,614,13791,Category-3B,Yes,Yes
2702212294,614,13881,Category-2A,No,Yes
2702305245,614,13920,Category-3B,No,Yes
2702316005,614,13962,General Merit,No,Yes
2702326009,614,13977,Category-3A,No,Yes
2707002477,614,14028,General Merit,No,Yes
2702120306,614,14031,Category-2A,No,Yes
2702202837,614,14081,Category-3B,No,Yes
2702119093,614,14088,General Merit,No,Yes
2702105218,614,14093,Category-3A,No,Yes
2708102280,613,14178,General Merit,No,Yes
2705019059,613,14197,Category-3B,Yes,Yes
2708106161,613,14355,General Merit,No,Yes
2707009119,613,14422,General Merit,No,Yes
2703007095,613,14433,Category-2B,No,Yes
2703023128,613,14446,General Merit,No,Yes
2701003432,613,14448,Category-1,No,Yes
2706003452,612,14535,Category-3B,Yes,Yes
2707006477,612,14540,Category-3A,No,Yes
2705029112,612,14547,Category-2A,No,Yes
2706017169,612,14577,General Merit,No,Yes
2702107307,612,14711,Category-3A,No,Yes
2704010002,612,14753,General Merit,Yes,Yes
2708202118,612,14773,General Merit,No,Yes
2702214077,612,14781,Category-2B,No,Yes
2702203629,612,14798,Category-2B,No,Yes
2707003215,612,14802,Category-2A,No,Yes
2702110334,612,14821,Category-3A,No,Yes
2701006370,612,14869,Category-3B,No,Yes
2702310099,611,14942,Category-3A,No,Yes
2702227179,611,14951,General Merit,No,Yes
2707005242,611,14956,General Merit,No,Yes
2702313337,611,14978,Category-3B,No,Yes
2705014109,611,14986,Category-2B,Yes,Yes
2706034018,611,15000,General Merit,No,Yes
2705028031,611,15033,Category-3B,Yes,Yes
2705005025,611,15051,Category-2B,Yes,Yes
2703008374,611,15056,Category-2A,No,Yes
2708210040,611,15090,Category-3A,No,Yes
2705001744,611,15096,Category-3B,Yes,Yes
2706005389,611,15114,General Merit,No,Yes
2702110046,611,15147,General Merit,No,Yes
2702126003,611,15153,General Merit,No,Yes
2708102023,611,15253,,No,Yes
2702325033,610,15331,General Merit,No,Yes
2702306695,610,15344,General Merit,No,Yes
2709001164,610,15356,General Merit,No,Yes
2704008017,610,15374,General Merit,No,Yes
2702204362,610,15383,,No,Yes
2706021246,610,15407,Category-2A,No,Yes
2705003030,610,15499,Category-3B,Yes,Yes
2702114445,610,15532,General Merit,No,Yes
2707004441,610,15546,Category-3A,No,Yes
2707007404,610,15628,Category-3B,No,Yes
2702211057,610,15639,General Merit,No,Yes
2703026042,610,15710,Category-3B,No,Yes
2709002085,610,15713,General Merit,No,Yes
2708207307,609,15730,General Merit,No,Yes
2705001488,609,15772,Category-3B,Yes,Yes
2703010131,609,15804,,No,Yes
2701015180,609,15811,General Merit,No,Yes
2702122133,609,15834,Category-3A,No,Yes
2703017162,609,15863,Category-3B,No,Yes
2708210276,609,15907,General Merit,No,Yes
2702304876,609,15924,Category-3A,No,Yes
2705009331,609,15938,Category-3B,Yes,Yes
2702111378,609,15950,Category-2B,No,Yes
2702207172,609,15983,Category-2A,No,Yes
2707004556,609,16004,Category-2A,No,Yes
2709002274,609,16008,Category-3B,No,Yes
2709007024,609,16049,Category-2B,No,Yes
2709005084,608,16104,Category-2A,No,Yes
2708215090,608,16105,Category-3A,No,Yes
2702202429,608,16136,General Merit,No,Yes
2702104485,608,16209,Category-3A,No,Yes
2702108153,608,16307,Category-2A,No,Yes
2706016359,608,16338,General Merit,No,Yes
2702217416,608,16356,General Merit,No,Yes
2702113049,608,16443,Category-3B,No,Yes
2702123107,608,16463,General Merit,No,Yes
2702106318,608,16484,General Merit,No,Yes
2702205243,607,16494,General Merit,No,Yes
2705030108,607,16563,General Merit,Yes,Yes
2702229109,607,16621,Category-3A,No,Yes
2706005493,607,16634,,Yes,Yes
2705006620,607,16679,Category-3B,Yes,Yes
2707009244,607,16696,Category-3B,No,Yes
2702119043,607,16701,General Merit,,Yes
2708102063,607,16711,General Merit,No,Yes
2702303316,607,16814,General Merit,No,Yes
2706005346,607,16863,General Merit,Yes,Yes
2702203819,607,16879,General Merit,No,Yes
2702204699,607,16883,General Merit,No,Yes
2708104271,606,16906,,No,Yes
2702201294,606,16937,Category-2A,No,Yes
2706002275,606,16939,Category-2B,No,Yes
2702221270,606,17006,General Merit,No,Yes
2704009040,606,17116,,Yes,Yes
2707004056,606,17118,Category-3B,No,Yes
2701008310,606,17140,Category-3B,No,Yes
2707009405,606,17174,Category-3A,No,Yes
2702201432,606,17184,Category-2A,No,Yes
2707003194,606,17234,Category-2A,No,Yes
2702309097,606,17246,Category-3A,No,Yes
2702306284,606,17260,Category-2B,Yes,Yes
2703001162,606,17286,General Merit,No,Yes
2702324178,605,17368,Category-3A,No,Yes
2702315136,605,17415,General Merit,No,Yes
2702321241,605,17443,Category-3A,No,Yes
2708207305,605,17450,General Merit,No,Yes
2704003401,605,17488,General Merit,No,Yes
2705004523,605,17503,Category-3B,Yes,Yes
2707008128,605,17542,General Merit,No,Yes
2702112062,605,17611,Category-2A,No,Yes
2702304091,605,17664,,No,Yes
2702202123,605,17668,General Merit,No,Yes
2702201201,605,17711,Category-1,Yes,Yes
2703005239,605,17719,Category-3B,Yes,Yes
2709007139,605,17729,Category-3B,No,Yes
2702222330,605,17757,Category-2A,Yes,Yes
2708113120,605,17776,,No,Yes
2702314128,605,17808,Category-3B,No,Yes
2706022140,605,17822,General Merit,Yes,Yes
2707007109,605,17841,General Merit,No,Yes
2705007575,605,17842,Category-3B,Yes,Yes
2703025235,605,17846,Category-2A,Yes,Yes
2702224145,605,17873,Category-3A,No,Yes
2705032026,604,17894,Category-3B,Yes,Yes
2707009181,604,17895,Category-3A,No,Yes
2702116224,604,17899,Category-3A,No,Yes
2702219310,604,17906,General Merit,No,Yes
2708106317,604,17944,Category-3A,No,Yes
2702311357,604,17975,General Merit,No,Yes
2702105070,604,18021,General Merit,No,Yes
2702105378,604,18046,Category-2A,No,Yes
2702126263,604,18085,Category-3A,Yes,Yes
2705007556,604,18088,Category-3B,Yes,Yes
2702115360,604,18107,General Merit,No,Yes
2708212265,604,18166,Category-2A,No,Yes
2702302144,604,18189,Category-2A,No,Yes
2702105454,604,18192,Category-3B,No,Yes
2703002184,604,18209,Category-3B,Yes,Yes
2702101307,604,18223,General Merit,No,Yes
2707003470,604,18278,Category-3B,No,Yes
2704011133,603,18368,Category-3B,No,Yes
2705006630,603,18410,Category-2A,Yes,Yes
2702307667,603,18425,General Merit,No,Yes
2708206140,603,18446,General Merit,No,Yes
2705033206,603,18449,Category-2A,Yes,Yes
2703011115,603,18475,,Yes,Yes
2708112124,603,18490,Category-1,No,Yes
2703005309,603,18505,Category-3B,No,Yes
2706010437,603,18579,Category-3B,No,Yes
2705036201,603,18630,Category-2A,Yes,Yes
2701002487,603,18672,Category-2A,No,Yes
2702308394,603,18682,General Merit,No,Yes
2703008189,602,18689,Category-2A,Yes,Yes
2705009149,602,18699,Category-3B,Yes,Yes
2702107362,602,18736,,No,Yes
2708202237,602,18832,General Merit,No,Yes
2708108113,602,18840,Category-3A,No,Yes
2702306436,602,18890,Category-3A,No,Yes
2702321016,602,18893,Category-2B,No,Yes
2702201917,602,18920,General Merit,No,Yes
2702105436,602,19028,Category-3A,No,Yes
2702221124,602,19065,Category-2A,No,Yes
2701014105,602,19074,General Merit,No,Yes
2702317209,602,19104,General Merit,No,Yes
2702302899,602,19174,General Merit,No,Yes
2702124078,601,19209,Category-3A,No,Yes
2702309409,601,19296,Category-3A,No,Yes
2702203169,601,19305,General Merit,No,Yes
2702203140,601,19333,General Merit,No,Yes
2701012042,601,19460,Category-3B,No,Yes
2703006492,601,19545,Category-3B,No,Yes
2703029033,601,19623,Category-3B,Yes,Yes
2702121245,601,19638,General Merit,No,Yes
2702117066,600,19655,Category-3A,No,Yes
2705009450,600,19685,Category-3B,Yes,Yes
2702308082,600,19691,Category-2A,No,Yes
2702201807,600,19697,Category-2B,No,Yes
2707004537,600,19785,General Merit,No,Yes
2705017091,600,19929,General Merit,Yes,Yes
2709001044,600,19934,General Merit,No,Yes
2702103067,600,19942,,No,Yes
2707001619,600,19978,Category-3B,No,Yes
2707006337,600,19981,Category-3A,No,Yes
2702209161,600,19998,,No,Yes
2702116189,600,20068,Category-3B,No,Yes
2707005073,600,20077,,No,Yes
2706003111,600,20080,Category-2B,No,Yes
2709006100,600,20111,General Merit,No,Yes
2702215174,600,20118,Category-3A,No,Yes
2702102439,600,20124,Category-1,No,Yes
2702127070,600,20144,Category-3A,No,Yes
2703027102,600,20153,Category-1,No,Yes
2706003453,600,20157,General Merit,No,Yes
2709004216,600,20176,General Merit,No,Yes
2703008416,600,20180,Category-2A,No,Yes
2708118214,599,20393,Category-3A,No,Yes
2705004146,599,20403,,Yes,Yes
2702314172,599,20412,Category-3A,No,Yes
2708202518,599,20431,General Merit,No,Yes
2705018229,599,20457,Category-2B,Yes,Yes
2702223176,599,20502,General Merit,No,Yes
2702225165,599,20507,Category-3A,No,Yes
2702201731,599,20530,General Merit,No,Yes
2705017265,599,20580,Category-3B,Yes,Yes
2702308045,599,20600,General Merit,No,Yes
2702304325,599,20618,General Merit,No,Yes
2708108081,599,20621,Category-3B,No,Yes
2701004281,598,20681,Category-2A,No,Yes
2702309380,598,20682,General Merit,Yes,Yes
2701016259,598,20736,Category-3A,No,Yes
2702223321,598,20750,General Merit,No,Yes
2702127104,598,20818,General Merit,No,Yes
2702201665,598,20831,Category-2A,No,Yes
2702122160,598,20917,Category-3A,No,Yes
2702207157,598,20939,General Merit,No,Yes
2706013118,598,20968,General Merit,Yes,Yes
2709001021,598,20971,General Merit,No,Yes
2702323191,598,20972,General Merit,No,Yes
2709001441,598,20975,Category-3A,No,Yes
2708216171,598,21024,Category-3B,No,Yes
2701009162,598,21036,Category-3A,No,Yes
2702309195,597,21095,Category-2B,No,Yes
2702112170,597,21148,Category-3B,No,Yes
2702124208,597,21153,General Merit,No,Yes
2705023285,597,21179,Category-3B,Yes,Yes
2708108166,597,21224,General Merit,No,Yes
2707001058,597,21237,General Merit,No,Yes
2701010128,597,21240,Category-3B,No,Yes
2702216098,597,21309,General Merit,No,Yes
2702208385,597,21319,General Merit,,Yes
2702111141,597,21364,General Merit,No,Yes
2701014167,597,21394,Category-3A,No,Yes
2701015187,597,21433,Category-1,No,Yes
2702214146,597,21448,General Merit,No,Yes
2705019139,597,21492,Category-3B,Yes,Yes
2706001825,596,21508,General Merit,Yes,Yes
2708109250,596,21525,Category-3A,No,Yes
2702225220,596,21591,General Merit,No,Yes
2707004372,596,21596,Category-2A,No,Yes
2703033098,596,21613,General Merit,Yes,Yes
2703029181,596,21662,Category-3B,No,Yes
2706008041,596,21716,General Merit,Yes,Yes
2702301122,596,21722,Category-2B,No,Yes
2702302088,596,21727,Category-1,No,Yes
2706036060,596,21732,General Merit,No,Yes
2702125152,596,21743,General Merit,No,Yes
2709003321,596,21751,General Merit,No,Yes
2705032125,596,21756,General Merit,Yes,Yes
2702121023,596,21759,General Merit,No,Yes
2702305246,596,21902,General Merit,No,Yes
2701005451,596,21931,Category-2A,No,Yes
2703016149,596,21935,Category-2A,Yes,Yes
2702218299,596,21981,,No,Yes
2707005369,596,21992,Category-2A,No,Yes
2703019018,596,21993,Category-1,No,Yes
2703009085,596,22003,General Merit,No,Yes
2702209112,595,22038,Category-3A,No,Yes
2701014124,595,22041,General Merit,No,Yes
2703008262,595,22060,Category-3B,No,Yes
2706024214,595,22066,Category-2A,No,Yes
2702208353,595,22070,General Merit,No,Yes
2702114305,595,22077,Category-1,No,Yes
2705018114,595,22122,Category-2A,Yes,Yes
2703018003,595,22123,Category-3B,No,Yes
2708101511,595,22206,Category-3A,No,Yes
2702105135,595,22301,Category-3B,Yes,Yes
2707003446,595,22311,Category-3B,No,Yes
2702319298,595,22330,Category-3A,No,Yes
2703026021,595,22403,Category-3B,No,Yes
2708105087,595,22437,Category-2B,No,Yes
2701004440,595,22438,Category-3B,No,Yes
2707004211,595,22469,General Merit,No,Yes
2705037197,595,22510,Category-3A,Yes,Yes
2708101061,595,22516,Category-3A,No,Yes
2702110414,595,22520,Category-3B,No,Yes
2703007376,595,22523,Category-2A,No,Yes
2702302943,595,22546,General Merit,No,Yes
2701002490,594,22568,Category-2A,No,Yes
2706001578,594,22570,Category-3A,Yes,Yes
2708206065,594,22577,Category-3B,No,Yes
2708102209,594,22594,General Merit,No,Yes
2701004008,594,22624,Category-3B,No,Yes
2708101037,594,22647,General Merit,No,Yes
2702308545,594,22683,Category-2A,No,Yes
2705012069,594,22697,Category-2B,Yes,Yes
2705042038,594,22698,Category-3A,Yes,Yes
2702215119,594,22736,Category-2A,No,Yes
