neet_roll_no,neet_score,neet_ai_rank,category,hk,karnataka
2705034151,343,257277,,Yes,Yes
2708108304,343,257283,Category-3B,No,Yes
2708109141,343,257292,General Merit,No,Yes
2705006182,343,257321,Category-3B,Yes,Yes
2708212201,343,257339,Category-3A,No,Yes
2703014350,343,257360,,No,Yes
2702323282,343,257361,,No,Yes
2702121342,343,257371,Category-2A,No,Yes
2708119032,343,257414,Category-3A,No,Yes
2702204837,343,257440,Category-2A,No,Yes
2705013136,343,257462,Category-3B,Yes,Yes
2702312261,343,257493,Category-2B,No,Yes
2708103237,343,257498,General Merit,No,Yes
2708111224,343,257544,Category-2A,No,Yes
2705048029,343,257550,Category-2B,Yes,Yes
2705005011,343,257570,General Merit,Yes,Yes
2705006008,343,257576,General Merit,Yes,Yes
2705001837,343,257590,Category-3A,Yes,Yes
2702101581,343,257661,Category-2B,No,Yes
2702201527,343,257670,Category-2A,No,Yes
2705022046,343,257677,Category-2A,Yes,Yes
2702318246,343,257680,Category-3A,No,Yes
2702315249,343,257706,General Merit,No,Yes
2702114384,343,257747,Category-3A,No,Yes
2702104198,343,257754,General Merit,No,Yes
2705004661,343,257807,Category-2A,No,Yes
2701003056,343,257855,Category-2A,No,Yes
2706006310,343,257870,Category-2A,No,Yes
2702104361,343,257878,General Merit,No,Yes
2706008146,343,257879,Category-2A,No,Yes
2702107224,343,257892,,No,Yes
2702303627,343,257908,Category-3A,No,Yes
2707008259,343,257910,Category-3B,No,Yes
2702109124,343,257930,,No,Yes
2708102468,343,257970,Category-3A,No,Yes
2703029114,343,258043,Category-2B,No,Yes
2706033017,343,258088,General Merit,No,Yes
2708210216,343,258127,Category-3A,No,Yes
2702205094,343,258131,Category-1,No,Yes
2703016232,343,258231,Category-3A,No,Yes
2702101604,343,258257,Category-3A,No,Yes
2708203213,343,258279,Category-3A,No,Yes
2704005297,343,258283,General Merit,No,Yes
2702224172,343,258306,Category-3B,No,Yes
2702319127,343,258325,General Merit,No,Yes
2709006062,343,258386,Category-1,No,Yes
2709007269,343,258406,General Merit,No,Yes
2703013283,343,258432,Category-3B,No,Yes
2702309074,342,258453,Category-2A,No,Yes
2702125013,342,258469,,No,Yes
2702306114,342,258473,Category-3A,No,Yes
2705046169,342,258483,Category-1,Yes,Yes
2702202034,342,258497,Category-2B,No,Yes
2702308014,342,258499,,No,Yes
2703019248,342,258501,,No,Yes
2703033080,342,258537,,No,Yes
2705005304,342,258594,,Yes,Yes
2703029169,342,258643,Category-2B,Yes,Yes
2702308345,342,258663,Category-2A,No,Yes
2708106217,342,258746,Category-3A,No,Yes
2702312151,342,258757,General Merit,No,Yes
2701021134,342,258782,Category-3B,No,Yes
2702104344,342,258790,Category-2A,No,Yes
2705037074,342,258792,Category-2A,Yes,Yes
2708101500,342,258801,Category-3A,No,Yes
2702104046,342,258822,,No,Yes
2706022182,342,258828,Category-3B,Yes,Yes
2702218344,342,258848,,No,Yes
2705013105,342,258922,,Yes,Yes
2704001528,342,258943,General Merit,No,Yes
2702310309,342,258967,Category-3B,No,Yes
2704016131,342,258999,,No,Yes
2708201324,342,259000,General Merit,No,Yes
2705033201,342,259003,Category-3B,No,Yes
2707002151,342,259005,Category-3B,No,Yes
2703032061,342,259025,Category-2B,Yes,Yes
2705031075,342,259027,Category-2A,Yes,Yes
2708201039,342,259033,Category-3A,No,Yes
2702309108,342,259077,General Merit,No,Yes
2702223331,342,259108,Category-3A,No,Yes
2705022060,342,259137,Category-3B,Yes,Yes
2702221015,342,259177,General Merit,No,Yes
2702104399,342,259181,General Merit,No,Yes
2705002450,342,259330,Category-1,Yes,Yes
2705002148,342,259332,Category-2A,Yes,Yes
2702301604,342,259343,General Merit,No,Yes
2702215159,342,259402,General Merit,No,Yes
2703015044,342,259442,Category-3A,No,Yes
2706001127,342,259448,,Yes,Yes
2702102005,342,259450,General Merit,No,Yes
2702115374,342,259455,Category-3A,No,Yes
2706001653,342,259487,General Merit,No,Yes
2708211140,342,259495,General Merit,No,Yes
2704016057,342,259499,Category-3B,No,Yes
2705048090,342,259519,Category-3B,Yes,Yes
2703015382,342,259565,Category-3B,No,Yes
2703005193,342,259601,,No,Yes
2709001001,342,259611,Category-3A,No,Yes
2708205274,342,259629,Category-3A,No,Yes
2706021221,342,259673,Category-2B,No,Yes
2705034111,342,259676,Category-2A,Yes,Yes
2706005123,342,259686,General Merit,No,Yes
2706015077,342,259724,Category-3B,Yes,Yes
2706002423,342,259742,Category-2A,No,Yes
2702321120,341,259808,Category-3B,No,Yes
2706010347,341,259837,,No,Yes
2705001202,341,259849,Category-2B,Yes,Yes
2702214211,341,259860,Category-3A,No,Yes
2702229105,341,259862,Category-3A,No,Yes
2702205537,341,259872,Category-3A,No,Yes
2702106562,341,259873,Category-2A,No,Yes
2702101139,341,259904,General Merit,No,Yes
2703009204,341,259967,Category-1,Yes,Yes
2707005261,341,259980,Category-2A,No,Yes
2702206515,341,259993,Category-1,No,Yes
2702108062,341,260011,General Merit,No,Yes
2705006439,341,260025,,Yes,Yes
2705014181,341,260051,Category-2B,Yes,Yes
2702106456,341,260067,Category-2A,No,Yes
2701007065,341,260084,Category-2A,No,Yes
2707004532,341,260122,Category-3B,No,Yes
2702317302,341,260181,Category-2B,No,Yes
2702218221,341,260212,Category-2A,No,Yes
2707004167,341,260279,General Merit,No,Yes
2702111167,341,260283,,No,Yes
2702119303,341,260296,Category-2A,No,Yes
2706006335,341,260302,,Yes,Yes
2707001303,341,260317,Category-2A,No,Yes
2701007069,341,260338,Category-3B,No,Yes
2703001788,341,260350,,Yes,Yes
2703008177,341,260351,,No,Yes
2702215121,341,260359,Category-2A,No,Yes
2704008140,341,260363,Category-2B,No,Yes
2705011310,341,260383,General Merit,Yes,Yes
2705004412,341,260393,,Yes,Yes
2709001025,341,260403,Category-2A,No,Yes
2703019297,341,260418,Category-2A,No,Yes
2708201398,341,260435,General Merit,No,Yes
2701008286,341,260477,General Merit,No,Yes
2702301922,341,260525,Category-3A,No,Yes
2703011279,341,260534,,No,Yes
2708201247,341,260567,Category-3A,No,Yes
2705045067,341,260631,Category-2B,Yes,Yes
2702201210,341,260640,,Yes,Yes
2705018240,341,260645,General Merit,Yes,Yes
2707002503,341,260663,Category-3B,No,Yes
2702221319,341,260706,Category-2B,No,Yes
2702116044,341,260712,Category-2A,No,Yes
2702203707,341,260720,General Merit,No,Yes
2702202119,341,260730,Category-2A,No,Yes
2702303502,341,260778,Category-3A,No,Yes
2702126150,341,260782,General Merit,Yes,Yes
2702315145,341,260798,Category-2B,Yes,Yes
2705003775,341,260826,Category-3B,Yes,Yes
2709006148,341,260841,Category-3B,No,Yes
2702122018,341,260876,General Merit,No,Yes
2705026011,341,260932,Category-3B,Yes,Yes
2703008228,341,260946,,No,Yes
2708119139,341,260980,General Merit,No,Yes
2706011333,341,260982,General Merit,Yes,Yes
2708103204,341,260987,Category-2A,No,Yes
2708101160,341,260997,,No,Yes
2706037115,341,261003,Category-2A,No,Yes
2702306259,341,261025,Category-1,No,Yes
2702313094,341,261055,Category-2B,No,Yes
2701019211,341,261086,Category-2A,No,Yes
2703008231,341,261141,Category-3B,No,Yes
2702311312,341,261147,Category-3B,No,Yes
2702306650,340,261174,General Merit,No,Yes
2707007328,340,261224,Category-3A,No,Yes
2702305754,340,261227,,No,Yes
2702321276,340,261244,,Yes,Yes
2705019261,340,261282,Category-3B,Yes,Yes
2705034020,340,261295,,Yes,Yes
2708205368,340,261307,,No,Yes
2706004474,340,261375,Category-2B,No,Yes
2705041082,340,261376,,Yes,Yes
2702113260,340,261378,Category-2A,No,Yes
2703033093,340,261389,Category-3B,No,Yes
2708104017,340,261402,,No,Yes
2702317303,340,261410,Category-3B,No,Yes
2705043039,340,261438,,Yes,Yes
2709005049,340,261461,General Merit,No,Yes
2705022107,340,261462,Category-3B,Yes,Yes
2706001359,340,261502,,Yes,Yes
2708214198,340,261510,,No,Yes
2705005187,340,261592,,Yes,Yes
2706037140,340,261641,Category-3A,Yes,Yes
2703027243,340,261648,Category-1,No,Yes
2703024071,340,261706,,No,Yes
2708213171,340,261709,General Merit,No,Yes
2702202891,340,261736,Category-2A,No,Yes
2705013031,340,261748,Category-3B,Yes,Yes
2706001227,340,261769,General Merit,Yes,Yes
2708114289,340,261791,General Merit,No,Yes
2702115021,340,261815,Category-3A,No,Yes
2708107188,340,261819,Category-3A,No,Yes
2702204232,340,261842,Category-2A,No,Yes
2703009251,340,261914,Category-1,No,Yes
2706022107,340,261917,Category-2A,No,Yes
2708114134,340,261934,,No,Yes
2701009035,340,261963,Category-2A,No,Yes
2709003191,340,261974,General Merit,No,Yes
2703027099,340,261997,Category-3B,No,Yes
2705019131,340,262008,Category-3B,Yes,Yes
2708108251,340,262019,Category-2A,No,Yes
2702203128,340,262043,,No,Yes
2702121240,340,262068,General Merit,No,Yes
2709001469,340,262081,General Merit,No,Yes
2706011175,340,262092,Category-2B,No,Yes
2702119285,340,262126,Category-2A,No,Yes
2701004040,340,262187,Category-3B,No,Yes
2702305117,340,262192,Category-3B,No,Yes
2702101742,340,262195,General Merit,No,Yes
2709004248,340,262218,Category-2A,No,Yes
2702313273,340,262279,General Merit,No,Yes
2701011277,340,262281,General Merit,No,Yes
2702204364,340,262294,General Merit,No,Yes
2706003471,340,262325,,No,Yes
2702314330,340,262329,General Merit,No,Yes
2701001019,340,262332,Category-3B,No,Yes
2702207102,340,262333,Category-2A,No,Yes
2708209173,340,262344,Category-3A,No,Yes
2708212074,340,262395,Category-2B,No,Yes
2708201366,340,262412,Category-2A,No,Yes
2702219293,340,262477,General Merit,No,Yes
2702204181,340,262478,Category-3A,No,Yes
2702325102,340,262493,Category-3B,Yes,Yes
2702217367,340,262534,General Merit,No,Yes
2702110328,340,262567,Category-3A,No,Yes
2702202164,340,262568,Category-2A,No,Yes
2702127251,340,262597,General Merit,No,Yes
2705018327,339,262657,Category-2B,Yes,Yes
2702116154,339,262742,,No,Yes
2705039152,339,262774,General Merit,Yes,Yes
2705032217,339,262814,Category-3B,Yes,Yes
2706019184,339,262843,Category-2A,Yes,Yes
2702121143,339,262861,,No,Yes
2706029145,339,262869,Category-3B,No,Yes
2705004640,339,262873,Category-3A,Yes,Yes
2703021253,339,262920,Category-2A,No,Yes
2703006030,339,262947,Category-2A,No,Yes
2705011392,339,262956,Category-1,Yes,Yes
2703001134,339,262958,General Merit,Yes,Yes
2702116242,339,262962,General Merit,No,Yes
2705001601,339,263017,Category-2B,Yes,Yes
2705001729,339,263022,Category-3B,Yes,Yes
2705004410,339,263027,,Yes,Yes
2703009208,339,263036,,Yes,Yes
2708215116,339,263077,Category-3B,No,Yes
2706022118,339,263090,Category-2B,Yes,Yes
2705014040,339,263113,Category-2B,Yes,Yes
2703011177,339,263151,,Yes,Yes
2703017054,339,263171,Category-2A,No,Yes
2703018159,339,263234,Category-3A,Yes,Yes
2702210387,339,263239,General Merit,No,Yes
2704005213,339,263247,,No,Yes
2702212402,339,263289,Category-2A,No,Yes
2703013286,339,263356,,No,Yes
2702115137,339,263361,Category-3A,No,Yes
2702215276,339,263385,Category-3A,No,Yes
2703010001,339,263413,Category-3B,No,Yes
2702123043,339,263445,Category-3A,No,Yes
2705026015,339,263471,Category-1,Yes,Yes
2707005454,339,263506,General Merit,No,Yes
2702113448,339,263516,Category-2A,No,Yes
2705004378,339,263520,Category-3B,Yes,Yes
2702112044,339,263546,General Merit,No,Yes
2705023195,339,263557,Category-1,Yes,Yes
2705006115,339,263577,Category-2A,Yes,Yes
2706003467,339,263595,Category-2A,Yes,Yes
2706013108,339,263618,Category-3B,Yes,Yes
2707003318,339,263661,Category-3B,No,Yes
2701015136,339,263667,Category-2A,No,Yes
2702128236,339,263696,Category-3A,No,Yes
2706001255,339,263774,General Merit,No,Yes
2707004296,339,263817,Category-3A,No,Yes
2707009018,339,263819,General Merit,No,Yes
2702324109,339,263845,General Merit,No,Yes
2703022216,339,263887,,No,Yes
2702217254,339,263900,Category-3A,No,Yes
2709006233,339,263903,Category-3A,No,Yes
2702123113,339,263973,General Merit,Yes,Yes
2705029088,338,264025,,Yes,Yes
2702304493,338,264077,Category-2A,No,Yes
2702317082,338,264078,General Merit,No,Yes
2702202436,338,264086,,No,Yes
2702128070,338,264096,General Merit,No,Yes
2702206511,338,264136,General Merit,No,Yes
2705008385,338,264145,Category-2B,Yes,Yes
2702203717,338,264151,Category-2A,No,Yes
2703006162,338,264163,Category-3B,No,Yes
2702104331,338,264187,General Merit,No,Yes
2706004010,338,264219,Category-2A,Yes,Yes
2705028157,338,264239,,Yes,Yes
2702105010,338,264248,,No,Yes
2702309101,338,264277,,No,Yes
2705015143,338,264344,,Yes,Yes
2702125016,338,264346,,No,Yes
2705019012,338,264349,Category-3A,Yes,Yes
2702113257,338,264372,Category-2A,No,Yes
2702111322,338,264400,General Merit,No,Yes
2705041035,338,264412,Category-1,Yes,Yes
2705001261,338,264453,Category-3B,Yes,Yes
2707003035,338,264499,Category-2B,No,Yes
2703006433,338,264505,Category-2B,No,Yes
2705005480,338,264516,Category-3B,Yes,Yes
2703010246,338,264550,General Merit,No,Yes
2708102054,338,264569,General Merit,No,Yes
2706029100,338,264570,Category-3B,No,Yes
2702316136,338,264571,,No,Yes
2703009457,338,264593,,No,Yes
2707006111,338,264636,Category-2A,Yes,Yes
2705029171,338,264658,,Yes,Yes
2702123174,338,264670,Category-2A,No,Yes
2702225008,338,264679,Category-3A,No,Yes
2703001311,338,264681,Category-3A,No,Yes
2702108416,338,264690,Category-3A,No,Yes
2705026060,338,264708,Category-2A,Yes,Yes
2702101851,338,264728,,No,Yes
2706012332,338,264756,Category-2A,No,Yes
2708103272,338,264761,Category-3A,No,Yes
2705005132,338,264770,Category-2A,No,Yes
2708202070,338,264790,,No,Yes
2708118032,338,264793,General Merit,No,Yes
2705001393,338,264794,General Merit,Yes,Yes
2702108529,338,264817,,No,Yes
2703003631,338,264874,Category-3B,No,Yes
2703033193,338,264913,General Merit,No,Yes
2703028022,338,264932,Category-2A,No,Yes
2702301640,338,264977,General Merit,No,Yes
2702202376,338,265020,Category-3A,No,Yes
2706033011,338,265039,,No,Yes
2702301495,338,265058,,No,Yes
2708210199,338,265065,Category-3A,No,Yes
2708101381,338,265074,Category-3A,No,Yes
2702103253,338,265169,Category-1,No,Yes
2708101378,338,265222,General Merit,No,Yes
2703014334,338,265238,General Merit,Yes,Yes
2707004475,338,265275,General Merit,No,Yes
2709005112,338,265295,Category-3B,No,Yes
2702301892,338,265296,Category-3A,No,Yes
2702213254,338,265318,Category-3B,Yes,Yes
2703007427,338,265350,,No,Yes
2702217013,338,265355,Category-3A,No,Yes
2702224119,338,265364,General Merit,No,Yes
2709003081,337,265426,Category-3B,No,Yes
2702208226,337,265465,Category-3A,No,Yes
2701007001,337,265485,Category-2A,No,Yes
2702211359,337,265521,Category-2B,No,Yes
2703023195,337,265596,Category-2B,No,Yes
2702218216,337,265637,Category-1,No,Yes
2706012106,337,265640,Category-2B,Yes,Yes
2706018076,337,265667,Category-2B,Yes,Yes
2705006309,337,265677,,Yes,Yes
2705001766,337,265713,Category-1,Yes,Yes
2701010351,337,265734,Category-2B,No,Yes
2703026105,337,265772,General Merit,No,Yes
2701009197,337,265837,General Merit,No,Yes
2706003498,337,265875,General Merit,No,Yes
2702306053,337,265886,Category-3A,No,Yes
2708205248,337,265893,Category-3A,No,Yes
2702112281,337,265894,,Yes,Yes
2703029195,337,265899,Category-3B,No,Yes
2702101913,337,265911,Category-2A,No,Yes
2706001875,337,265998,General Merit,No,Yes
2702207120,337,266030,,No,Yes
2705008312,337,266047,Category-3B,No,Yes
2702104653,337,266053,Category-3B,No,Yes
2703002361,337,266069,Category-3B,No,Yes
2703034100,337,266114,General Merit,No,Yes
2702315149,337,266123,Category-3A,No,Yes
2705044149,337,266129,Category-3B,Yes,Yes
2703021084,337,266163,,No,Yes
2702308622,337,266173,,No,Yes
2702309269,337,266177,Category-3A,No,Yes
2702123177,337,266183,General Merit,No,Yes
2708202363,337,266203,Category-3B,No,Yes
2702123287,337,266256,Category-3A,No,Yes
2707009163,337,266265,General Merit,No,Yes
2703005445,337,266269,General Merit,No,Yes
2702110088,337,266299,Category-3A,No,Yes
2702303271,337,266301,Category-2A,No,Yes
2705016035,337,266322,Category-2A,Yes,Yes
2702302678,337,266353,Category-3A,No,Yes
2702127220,337,266376,General Merit,No,Yes
2703021202,337,266413,General Merit,No,Yes
2702304588,337,266416,General Merit,No,Yes
2703012412,337,266446,Category-3B,Yes,Yes
2706020014,337,266450,Category-1,No,Yes
2702302869,337,266493,General Merit,No,Yes
2702308218,337,266510,Category-3A,No,Yes
2707001175,337,266526,Category-1,No,Yes
2703009241,337,266558,Category-2A,No,Yes
2702302423,337,266569,General Merit,No,Yes
2704007166,337,266573,Category-3B,No,Yes
2703002486,337,266574,General Merit,Yes,Yes
2702312215,337,266591,General Merit,No,Yes
2705013380,337,266623,Category-2A,Yes,Yes
2707004178,337,266631,,No,Yes
2702303491,337,266645,Category-3B,No,Yes
2708212230,337,266666,Category-2A,No,Yes
2702107379,337,266711,General Merit,No,Yes
2702101142,337,266716,Category-2A,No,Yes
2702101310,337,266723,Category-2B,No,Yes
2702101598,337,266782,Category-3B,No,Yes
2707001449,337,266791,General Merit,No,Yes
2702301717,337,266801,,No,Yes
2708215173,337,266823,,No,Yes
2702322224,336,266851,,No,Yes
2705008515,336,266872,Category-2B,Yes,Yes
2705003652,336,266992,,Yes,Yes
2701018074,336,266998,Category-2B,No,Yes
2704007100,336,267003,Category-2A,No,Yes
2707003227,336,267027,Category-3B,No,Yes
2702201871,336,267036,Category-2B,No,Yes
2702320215,336,267054,Category-3A,No,Yes
2702311393,336,267066,General Merit,No,Yes
2703005201,336,267078,,No,Yes
2705020330,336,267104,Category-2B,Yes,Yes
2702304182,336,267109,,No,Yes
2701018069,336,267110,,Yes,Yes
2701018227,336,267156,,No,Yes
2705004644,336,267171,Category-3B,Yes,Yes
2705002415,336,267202,Category-3B,Yes,Yes
2705031172,336,267208,Category-1,Yes,Yes
2704001663,336,267247,Category-3A,Yes,Yes
2703011431,336,267255,,Yes,Yes
2702108008,336,267282,Category-2A,No,Yes
2702302298,336,267293,,No,Yes
2702116083,336,267335,Category-2A,No,Yes
2702209337,336,267397,Category-3A,No,Yes
2702305698,336,267417,Category-2A,No,Yes
2706013066,336,267437,Category-3B,No,Yes
2704005340,336,267446,Category-3B,No,Yes
2701001131,336,267506,,No,Yes
2705032037,336,267508,Category-1,Yes,Yes
2707001085,336,267530,Category-3B,Yes,Yes
2702323271,336,267566,Category-3A,No,Yes
2703032047,336,267575,,No,Yes
2702216123,336,267576,Category-3A,No,Yes
2705016159,336,267598,Category-2A,Yes,Yes
2702218111,336,267611,,No,Yes
2703001813,336,267673,Category-2B,Yes,Yes
2705040177,336,267683,Category-3A,Yes,Yes
2702305766,336,267688,General Merit,No,Yes
2707009232,336,267699,General Merit,No,Yes
2702120069,336,267708,Category-2A,No,Yes
2702102116,336,267751,Category-3B,No,Yes
2702114270,336,267782,Category-3B,No,Yes
2703019255,336,267784,Category-2A,No,Yes
2702322131,336,267786,Category-3A,No,Yes
2707003442,336,267825,Category-1,Yes,Yes
2702211080,336,267839,General Merit,No,Yes
2701010233,336,267842,Category-3B,No,Yes
2706010217,336,267858,Category-2A,No,Yes
2708205062,336,267871,Category-2A,No,Yes
2708202127,336,267887,General Merit,No,Yes
2702211178,336,267921,Category-2A,No,Yes
2702115131,336,267995,Category-2A,No,Yes
2702224003,336,268006,Category-2B,No,Yes
2702319122,336,268008,Category-1,No,Yes
2705011060,336,268060,Category-2A,Yes,Yes
2702203544,336,268094,Category-3A,No,Yes
2704009147,336,268103,Category-2A,No,Yes
2706030129,336,268116,Category-2A,No,Yes
2702303833,336,268146,,No,Yes
2709002300,336,268152,Category-2A,No,Yes
2702120328,336,268164,General Merit,No,Yes
2702120136,336,268170,Category-2A,No,Yes
2705006292,336,268272,,Yes,Yes
2702115418,336,268292,Category-2A,No,Yes
2705021156,335,268312,Category-2B,No,Yes
2702222130,335,268337,Category-2A,No,Yes
2702223146,335,268358,Category-3B,No,Yes
2707010010,335,268374,Category-2B,No,Yes
2707008310,335,268375,,Yes,Yes
2702108574,335,268434,Category-2B,No,Yes
2706027164,335,268454,Category-3B,No,Yes
2702126273,335,268469,,No,Yes
2706005275,335,268473,Category-3B,No,Yes
2702306380,335,268517,General Merit,No,Yes
2705002429,335,268535,,No,Yes
2705008382,335,268552,Category-2B,Yes,Yes
2705038136,335,268554,Category-2A,Yes,Yes
2702103045,335,268558,,No,Yes
2706021018,335,268561,Category-2A,No,Yes
2701014145,335,268585,General Merit,No,Yes
2705045065,335,268620,Category-2A,Yes,Yes
2705017051,335,268639,Category-3B,Yes,Yes
2703006269,335,268640,Category-3B,No,Yes
2701019081,335,268649,Category-2A,No,Yes
2708116117,335,268652,,No,Yes
2706009067,335,268666,Category-2B,No,Yes
2702220305,335,268718,Category-1,Yes,Yes
2702112047,335,268736,,No,Yes
2705021147,335,268760,Category-2A,Yes,Yes
2702203259,335,268788,General Merit,No,Yes
2702109231,335,268792,Category-2A,No,Yes
2705004693,335,268825,General Merit,Yes,Yes
2703005365,335,268827,General Merit,No,Yes
2704008134,335,268842,General Merit,No,Yes
2705048134,335,268864,Category-3A,Yes,Yes
2704003315,335,268870,General Merit,Yes,Yes
2707009051,335,268871,Category-2B,No,Yes
2703019143,335,268913,Category-2A,No,Yes
2705042158,335,268953,,Yes,Yes
2704004469,335,268959,Category-2A,Yes,Yes
2708112106,335,268972,Category-3A,No,Yes
2706013348,335,269002,,No,Yes
2702127088,335,269043,Category-2B,No,Yes
2704016170,335,269054,General Merit,No,Yes
2705017099,335,269060,Category-3A,Yes,Yes
2702207366,335,269081,Category-3A,No,Yes
2704001090,335,269085,Category-1,No,Yes
2702313391,335,269109,General Merit,No,Yes
2704007133,335,269111,Category-3B,Yes,Yes
2705002081,335,269113,,Yes,Yes
2705038161,335,269127,Category-2B,Yes,Yes
2702312154,335,269138,,No,Yes
2705015121,335,269145,Category-2B,Yes,Yes
2703007505,335,269205,Category-3B,Yes,Yes
2707007244,335,269221,General Merit,No,Yes
2702222221,335,269242,,Yes,Yes
2702217054,335,269252,General Merit,No,Yes
2706020243,335,269258,General Merit,No,Yes
2702223203,335,269273,Category-3A,No,Yes
2705013390,335,269311,General Merit,Yes,Yes
2708203155,335,269330,Category-3A,No,Yes
2702222248,335,269337,Category-3A,No,Yes
2702215195,335,269365,General Merit,No,Yes
2705038085,335,269372,,Yes,Yes
2702228204,335,269379,Category-3A,No,Yes
2702201422,335,269387,General Merit,No,Yes
2702304244,335,269400,Category-2A,Yes,Yes
2701002411,335,269426,Category-3B,No,Yes
2703017057,335,269452,,No,Yes
2703012056,335,269466,Category-2A,No,Yes
2702318272,335,269476,General Merit,No,Yes
2705033107,335,269534,Category-2B,Yes,Yes
2702320172,335,269572,Category-3B,No,Yes
2703003152,335,269607,,Yes,Yes
2706010402,335,269625,Category-2A,Yes,Yes
2702116370,335,269640,Category-3B,No,Yes
2708115078,335,269645,Category-3A,No,Yes
2707003536,335,269647,General Merit,No,Yes
2702105595,335,269651,General Merit,No,Yes
2707010078,335,269676,Category-3B,No,Yes
2705045166,335,269700,Category-3B,Yes,Yes
2704005064,335,269715,Category-3B,No,Yes
2709008053,335,269740,Category-2A,No,Yes
2709001421,335,269745,General Merit,No,Yes
2708201433,335,269748,,No,Yes
2702306664,335,269764,Category-3B,No,Yes
2702123245,335,269773,Category-3A,No,Yes
2709006309,335,269781,Category-3B,No,Yes
2702203276,334,269856,Category-3A,No,Yes
2702207520,334,269877,Category-3A,No,Yes
2702201630,334,269905,Category-3A,No,Yes
2709001234,334,269926,Category-3B,No,Yes
2701002299,334,269946,Category-2A,No,Yes
2706002569,334,269986,Category-3A,No,Yes
2702314380,334,269998,General Merit,No,Yes
2705020007,334,270033,Category-2A,Yes,Yes
2705016189,334,270053,Category-3A,Yes,Yes
2705006108,334,270071,Category-3B,Yes,Yes
2707001570,334,270085,Category-3B,No,Yes
2702224340,334,270155,Category-2A,No,Yes
2707001548,334,270159,Category-3B,No,Yes
2704009046,334,270164,Category-2A,Yes,Yes
2701008241,334,270171,Category-3B,No,Yes
2708216096,334,270179,Category-2A,No,Yes
2706027145,334,270240,Category-2A,No,Yes
2701003037,334,270243,,No,Yes
2702220209,334,270248,Category-3A,No,Yes
2702225051,334,270265,Category-2A,No,Yes
2705045049,334,270268,Category-1,Yes,Yes
2702320140,334,270279,Category-3B,No,Yes
2706010229,334,270309,Category-1,Yes,Yes
2701014130,334,270310,Category-3B,No,Yes
2706023057,334,270325,Category-2A,No,Yes
2707005228,334,270354,Category-3B,No,Yes
2702213199,334,270365,General Merit,No,Yes
2704013016,334,270384,Category-2B,No,Yes
2705014212,334,270437,General Merit,Yes,Yes
2703016046,334,270465,Category-2A,No,Yes
2709006356,334,270466,Category-1,No,Yes
2701009313,334,270472,Category-3B,No,Yes
2702205587,334,270479,Category-3B,No,Yes
2702302415,334,270550,General Merit,No,Yes
2702305755,334,270577,General Merit,No,Yes
2708205253,334,270600,Category-3A,No,Yes
2706011115,334,270628,Category-2A,No,Yes
2703025076,334,270637,Category-2A,No,Yes
2708104136,334,270648,General Merit,No,Yes
2702102254,334,270679,Category-2A,No,Yes
2702207489,334,270713,Category-3B,No,Yes
2702206396,334,270724,Category-2B,Yes,Yes
2702306498,334,270730,Category-3B,No,Yes
2707008337,334,270761,Category-2A,No,Yes
2702302804,334,270768,,No,Yes
2702203884,334,270773,Category-3B,No,Yes
2708216104,334,270808,Category-3A,No,Yes
2706035063,334,270859,Category-3B,No,Yes
2702307369,334,270966,General Merit,No,Yes
2702308593,334,271003,General Merit,No,Yes
2702304856,334,271005,Category-3A,No,Yes
2706008074,334,271045,Category-2A,Yes,Yes
2702205617,334,271075,Category-3A,No,Yes
2704016058,333,271193,Category-2B,Yes,Yes
2702104566,333,271257,Category-3B,No,Yes
2702212188,333,271258,Category-2A,No,Yes
2702124231,333,271260,General Merit,No,Yes
2705033135,333,271284,Category-3B,Yes,Yes
2702105225,333,271320,,No,Yes
2702302507,333,271321,Category-3B,No,Yes
2703015179,333,271347,Category-2A,Yes,Yes
2702104163,333,271348,,No,Yes
2704001367,333,271368,Category-3A,No,Yes
2702108099,333,271374,Category-1,No,Yes
2703011275,333,271378,Category-2A,No,Yes
2706008106,333,271406,Category-3B,No,Yes
2702214123,333,271420,Category-1,No,Yes
2704004396,333,271435,Category-3B,No,Yes
2702102735,333,271441,General Merit,No,Yes
2704014132,333,271447,,Yes,Yes
2707003337,333,271466,Category-3A,No,Yes
2702313331,333,271504,,No,Yes
2705009054,333,271626,Category-3B,Yes,Yes
2708111233,333,271652,Category-2A,No,Yes
2705020098,333,271669,,Yes,Yes
2703018074,333,271674,General Merit,No,Yes
2703001845,333,271681,General Merit,No,Yes
2703007528,333,271714,Category-2A,No,Yes
2702203232,333,271718,,No,Yes
2705009187,333,271760,Category-2B,Yes,Yes
2705006266,333,271772,Category-3B,Yes,Yes
2705004565,333,271805,Category-2A,Yes,Yes
2703005052,333,271821,Category-3B,No,Yes
2708108339,333,271850,Category-3A,No,Yes
2702301065,333,271905,,No,Yes
2702219223,333,271918,General Merit,No,Yes
2702317061,333,271934,,No,Yes
2703008403,333,271954,General Merit,No,Yes
2705019257,333,271992,,Yes,Yes
2708209055,333,271994,Category-2B,No,Yes
2701011102,333,271996,Category-2A,No,Yes
2702109139,333,272097,General Merit,No,Yes
2706016099,333,272122,General Merit,Yes,Yes
2702302060,333,272164,Category-2A,No,Yes
2702308461,333,272171,General Merit,No,Yes
2701016264,333,272188,Category-2A,No,Yes
2702311080,333,272227,General Merit,No,Yes
