college_code,college_name,category,neet_marks,neet_rank,fee
1,Bangalore Medical College,SCG,553,46566,500
1,Bangalore Medical College,SCR,523,66681,500
1,Bangalore Medical College,SCG,562,41110,500
1,Bangalore Medical College,STG,607,17595,500
1,Bangalore Medical College,SCG,583,29422,500
1,Bangalore Medical College,PH,235,453839,59850
1,Bangalore Medical College,PH,390,191013,59850
1,Bangalore Medical College,SCG,580,31218,59850
1,Bangalore Medical College,SCG,582,29886,500
1,Bangalore Medical College,SCG,560,42651,500
1,Bangalore Medical College,2AH,608,17489,59850
1,Bangalore Medical College,1R,607,17803,59850
1,Bangalore Medical College,PH,299,322818,59850
1,Bangalore Medical College,PH,224,478607,59850
1,Bangalore Medical College,AGL,219,490729,59850
1,Bangalore Medical College,PH,216,499168,59850
1,Bangalore Medical College,3AR,626,10388,59850
1,Bangalore Medical College,GMR,630,9312,59850
1,Bangalore Medical College,GM,665,2154,59850
1,Bangalore Medical College,3BG,640,6699,59850
1,Bangalore Medical College,SCH,530,62190,500
1,Bangalore Medical College,GM,670,1453,59850
1,Bangalore Medical College,GM,670,1601,59850
1,Bangalore Medical College,GM,670,1656,59850
1,Bangalore Medical College,GM,670,1676,59850
1,Bangalore Medical College,GM,666,1922,59850
1,Bangalore Medical College,GM,665,2190,59850
1,Bangalore Medical College,GM,665,2217,59850
1,Bangalore Medical College,GM,651,4140,59850
1,Bangalore Medical College,GM,650,4489,59850
1,Bangalore Medical College,GM,655,3608,59850
1,Bangalore Medical College,GM,655,3631,59850
1,Bangalore Medical College,GM,650,4257,59850
1,Bangalore Medical College,GM,652,3955,59850
1,Bangalore Medical College,GM,655,3666,59850
1,Bangalore Medical College,GM,650,4366,59850
1,Bangalore Medical College,GM,650,4382,59850
1,Bangalore Medical College,GM,650,4663,59850
1,Bangalore Medical College,GM,650,4387,59850
1,Bangalore Medical College,GM,654,3807,59850
1,Bangalore Medical College,GM,655,3541,59850
1,Bangalore Medical College,GM,660,2930,59850
1,Bangalore Medical College,GM,660,2634,59850
1,Bangalore Medical College,GM,664,2344,59850
1,Bangalore Medical College,GM,656,3303,59850
1,Bangalore Medical College,GM,663,2403,59850
1,Bangalore Medical College,GM,660,2710,59850
1,Bangalore Medical College,GM,662,2422,59850
1,Bangalore Medical College,GM,658,3058,59850
1,Bangalore Medical College,GM,662,2444,59850
1,Bangalore Medical College,GM,660,2753,59850
1,Bangalore Medical College,GM,658,3071,59850
1,Bangalore Medical College,GM,660,2769,59850
1,Bangalore Medical College,GM,655,3430,59850
1,Bangalore Medical College,GM,657,3105,59850
1,Bangalore Medical College,GM,655,3439,59850
1,Bangalore Medical College,GM,661,2497,59850
1,Bangalore Medical College,GM,657,3126,59850
1,Bangalore Medical College,GM,657,3139,59850
1,Bangalore Medical College,GM,661,2525,59850
1,Bangalore Medical College,GM,660,2845,59850
1,Bangalore Medical College,GM,660,2854,59850
1,Bangalore Medical College,GM,655,3497,59850
1,Bangalore Medical College,GM,655,3513,59850
1,Bangalore Medical College,GM,655,3526,59850
1,Bangalore Medical College,GM,660,2889,59850
1,Bangalore Medical College,3BG,640,6924,59850
1,Bangalore Medical College,2AG,641,6326,59850
1,Bangalore Medical College,GMR,641,6335,59850
1,Bangalore Medical College,GMR,641,6389,59850
1,Bangalore Medical College,2AG,642,6096,59850
1,Bangalore Medical College,3BG,640,6776,59850
1,Bangalore Medical College,3AG,641,6182,59850
1,Bangalore Medical College,GMR,640,6531,59850
1,Bangalore Medical College,GMR,640,6861,59850
1,Bangalore Medical College,SCG,551,48323,500
1,Bangalore Medical College,PH,352,239151,59850
1,Bangalore Medical College,SCH,520,69448,500
1,Bangalore Medical College,STG,583,29225,500
1,Bangalore Medical College,SCG,568,37662,500
1,Bangalore Medical College,SCR,535,58669,500
1,Bangalore Medical College,STG,553,47016,500
1,Bangalore Medical College,PH,325,279645,59850
1,Bangalore Medical College,STG,565,39326,500
1,Bangalore Medical College,SCR,527,63875,500
1,Bangalore Medical College,SCG,556,44688,500
1,Bangalore Medical College,STG,588,26473,500
1,Bangalore Medical College,2AG,644,5740,59850
1,Bangalore Medical College,3AG,646,5108,59850
1,Bangalore Medical College,GM,648,4822,59850
1,Bangalore Medical College,GM,648,4840,59850
1,Bangalore Medical College,GMH,648,4877,59850
1,Bangalore Medical College,3AG,646,5212,59850
1,Bangalore Medical College,GMH,645,5549,59850
1,Bangalore Medical College,3BG,647,4930,59850
1,Bangalore Medical College,GMH,647,4939,59850
1,Bangalore Medical College,3AG,645,5561,59850
1,Bangalore Medical College,3AG,645,5611,59850
1,Bangalore Medical College,2AG,643,5942,59850
1,Bangalore Medical College,3BG,645,5343,59850
1,Bangalore Medical College,2AG,631,9069,59850
1,Bangalore Medical College,GMR,629,9692,59850
1,Bangalore Medical College,2AK,600,21036,59850
1,Bangalore Medical College,1G,631,8803,59850
1,Bangalore Medical College,2AG,631,8827,59850
1,Bangalore Medical College,GMR,631,9029,59850
1,Bangalore Medical College,GMR,630,9350,59850
1,Bangalore Medical College,2AG,632,8733,59850
1,Bangalore Medical College,2AG,635,7849,59850
1,Bangalore Medical College,3BG,637,7248,59850
1,Bangalore Medical College,3BG,637,7252,59850
1,Bangalore Medical College,GMR,635,8187,59850
1,Bangalore Medical College,3BH,635,7885,59850
1,Bangalore Medical College,2AG,637,7285,59850
1,Bangalore Medical College,2AG,636,7595,59850
1,Bangalore Medical College,2AG,636,7600,59850
1,Bangalore Medical College,2AG,636,7608,59850
1,Bangalore Medical College,2AG,637,7316,59850
1,Bangalore Medical College,GMR,635,7979,59850
1,Bangalore Medical College,2AG,635,8070,59850
1,Bangalore Medical College,SCG,601,20259,59850
1,Bangalore Medical College,SCG,575,33513,500
1,Bangalore Medical College,GMK,623,11603,59850
1,Bangalore Medical College,2AR,623,11630,59850
1,Bangalore Medical College,2BG,625,11031,59850
1,Bangalore Medical College,GMK,622,11955,59850
1,Bangalore Medical College,1G,624,11420,500
1,Bangalore Medical College,2AH,622,11787,59850
1,Bangalore Medical College,3BR,628,9994,59850
1,Bangalore Medical College,GMRH,626,10636,500
1,Bangalore Medical College,2AG,629,9734,59850
1,Bangalore Medical College,2AG,626,10393,59850
1,Bangalore Medical College,2BG,629,9787,59850
1,Bangalore Medical College,GMR,629,9800,59850
1,Bangalore Medical College,SCG,557,44238,500
1,Bangalore Medical College,GM,686,432,59850
1,Bangalore Medical College,GM,685,611,59850
1,Bangalore Medical College,GM,680,707,59850
1,Bangalore Medical College,GM,678,929,59850
1,Bangalore Medical College,GM,675,1147,59850
1,Bangalore Medical College,GM,675,1160,59850
1,Bangalore Medical College,GM,675,1167,59850
1,Bangalore Medical College,GM,672,1330,59850
1,Bangalore Medical College,GM,672,1331,59850
1,Bangalore Medical College,GM,672,1332,59850
1,Bangalore Medical College,GM,675,1281,59850
1,Bangalore Medical College,GM,674,1287,59850
1,Bangalore Medical College,GM,671,1443,59850
1,Bangalore Medical College,GM,670,1451,59850
1,Bangalore Medical College,GM,670,1647,59850
1,Bangalore Medical College,2AG,635,7840,59850
1,Bangalore Medical College,SCG,551,47914,500
1,Bangalore Medical College,SCK,545,52209,500
1,Bangalore Medical College,STG,602,19840,59850
1,Bangalore Medical College,SCR,541,54783,500
1,Bangalore Medical College,2AG,626,10423,59850
1,Bangalore Medical College,GMR,628,9983,59850
1,Bangalore Medical College,GMK,619,13089,59850
1,Bangalore Medical College,GM,690,373,59850
1,Bangalore Medical College,GM,675,1196,59850
1,Bangalore Medical College,GM,670,1522,59850
1,Bangalore Medical College,GM,650,4547,59850
1,Bangalore Medical College,GM,650,4310,59850
1,Bangalore Medical College,GM,655,3532,59850
1,Bangalore Medical College,GM,665,2301,59850
1,Bangalore Medical College,GM,660,2967,59850
1,Bangalore Medical College,GM,657,3088,59850
1,Bangalore Medical College,GM,655,3473,59850
1,Bangalore Medical College,GMK,640,6906,59850
1,Bangalore Medical College,2BG,641,6323,59850
1,Bangalore Medical College,GMH,645,5366,59850
1,Bangalore Medical College,GM,648,4771,59850
1,Bangalore Medical College,GMH,646,5068,59850
1,Bangalore Medical College,GMH,646,5082,500
1,Bangalore Medical College,3BG,644,5715,59850
1,Bangalore Medical College,GM,648,4794,59850
1,Bangalore Medical College,GMH,644,5761,59850
1,Bangalore Medical College,GM,648,4856,59850
1,Bangalore Medical College,3AG,643,5834,59850
1,Bangalore Medical College,3AG,643,5883,59850
1,Bangalore Medical College,3BG,645,5612,59850
1,Bangalore Medical College,GMR,630,9382,59850
1,Bangalore Medical College,2AG,630,9176,59850
1,Bangalore Medical College,3AH,635,7875,59850
1,Bangalore Medical College,2AG,628,9995,59850
1,Bangalore Medical College,SCG,566,38714,500
1,Bangalore Medical College,SCG,567,38139,500
1,Bangalore Medical College,2BR,584,28836,59850
1,Bangalore Medical College,SCG,569,37198,59850
1,Bangalore Medical College,JK,569,37119,59850
1,Bangalore Medical College,PH,338,260340,59850
1,Bangalore Medical College,SCH,534,59305,500
1,Bangalore Medical College,SCG,565,39352,59850
1,Bangalore Medical College,SCG,579,31449,500
1,Bangalore Medical College,SCG,565,39573,500
1,Bangalore Medical College,PH,202,536744,59850
1,Bangalore Medical College,PH,220,489272,59850
1,Bangalore Medical College,2AG,627,10252,59850
1,Bangalore Medical College,2BG,625,10920,59850
1,Bangalore Medical College,2AG,627,10288,59850
1,Bangalore Medical College,2BG,615,14611,59850
1,Bangalore Medical College,2BG,616,14155,59850
1,Bangalore Medical College,1G,617,13544,500
1,Bangalore Medical College,2AR,616,13883,59850
1,Bangalore Medical College,SCG,615,14575,59850
1,Bangalore Medical College,2AH,618,13219,59850
1,Bangalore Medical College,1G,621,12311,59850
1,Bangalore Medical College,1G,620,12964,59850
1,Bangalore Medical College,2AR,615,14660,59850
1,Bangalore Medical College,1G,613,15368,500
1,Bangalore Medical College,2AR,615,14778,59850
1,Bangalore Medical College,SCG,557,44363,59850
1,Bangalore Medical College,SCG,556,44687,500
2,Dr. B.R. Ambedkar Medical College,SCG,453,123357,500
2,Dr. B.R. Ambedkar Medical College,GMP,484,96159,994406
2,Dr. B.R. Ambedkar Medical College,GMP,485,95286,994406
2,Dr. B.R. Ambedkar Medical College,GMP,485,95586,994406
2,Dr. B.R. Ambedkar Medical College,2AG,529,62960,141196
2,Dr. B.R. Ambedkar Medical College,OPN,580,30755,994406
2,Dr. B.R. Ambedkar Medical College,OPN,579,31675,994406
2,Dr. B.R. Ambedkar Medical College,OPN,582,29939,994406
2,Dr. B.R. Ambedkar Medical College,1G,526,65039,141196
2,Dr. B.R. Ambedkar Medical College,3BG,526,64514,141196
2,Dr. B.R. Ambedkar Medical College,OPN,580,31275,994406
2,Dr. B.R. Ambedkar Medical College,OPN,581,30644,994406
2,Dr. B.R. Ambedkar Medical College,GM,560,42868,141196
2,Dr. B.R. Ambedkar Medical College,D,535,58460,141196
2,Dr. B.R. Ambedkar Medical College,2AG,531,61256,141196
2,Dr. B.R. Ambedkar Medical College,GMP,488,93140,994406
2,Dr. B.R. Ambedkar Medical College,SCK,391,188748,500
2,Dr. B.R. Ambedkar Medical College,OPN,592,24457,994406
2,Dr. B.R. Ambedkar Medical College,GMK,506,79110,141196
2,Dr. B.R. Ambedkar Medical College,3BR,513,74057,141196
2,Dr. B.R. Ambedkar Medical College,2AK,498,85317,141196
2,Dr. B.R. Ambedkar Medical College,2BG,547,50502,141196
2,Dr. B.R. Ambedkar Medical College,GMP,485,95381,994406
2,Dr. B.R. Ambedkar Medical College,GM,563,40525,141196
2,Dr. B.R. Ambedkar Medical College,GM,550,48714,141196
2,Dr. B.R. Ambedkar Medical College,GMP,486,94759,994406
2,Dr. B.R. Ambedkar Medical College,GMP,487,93755,994406
2,Dr. B.R. Ambedkar Medical College,GMP,484,96204,994406
2,Dr. B.R. Ambedkar Medical College,OPN,580,30873,994406
2,Dr. B.R. Ambedkar Medical College,OPN,581,30368,994406
2,Dr. B.R. Ambedkar Medical College,GM,582,29881,141196
2,Dr. B.R. Ambedkar Medical College,SCG,434,141603,141196
2,Dr. B.R. Ambedkar Medical College,OPN,592,24829,994406
2,Dr. B.R. Ambedkar Medical College,GM,590,25464,141196
2,Dr. B.R. Ambedkar Medical College,SCG,466,111880,141196
2,Dr. B.R. Ambedkar Medical College,GM,556,44990,141196
2,Dr. B.R. Ambedkar Medical College,GM,575,34061,141196
2,Dr. B.R. Ambedkar Medical College,GM,561,41784,141196
2,Dr. B.R. Ambedkar Medical College,SCG,427,148401,500
2,Dr. B.R. Ambedkar Medical College,GM,572,35222,141196
2,Dr. B.R. Ambedkar Medical College,GM,552,47596,141196
2,Dr. B.R. Ambedkar Medical College,GM,550,48507,141196
2,Dr. B.R. Ambedkar Medical College,OPN,578,32234,994406
2,Dr. B.R. Ambedkar Medical College,GM,551,47956,141196
2,Dr. B.R. Ambedkar Medical College,GMH,536,58259,141196
2,Dr. B.R. Ambedkar Medical College,3AG,536,58341,141196
2,Dr. B.R. Ambedkar Medical College,GMP,492,89935,994406
2,Dr. B.R. Ambedkar Medical College,2BG,547,50825,141196
2,Dr. B.R. Ambedkar Medical College,GMP,487,93955,994406
2,Dr. B.R. Ambedkar Medical College,OPN,585,28651,994406
2,Dr. B.R. Ambedkar Medical College,OPN,584,28983,994406
2,Dr. B.R. Ambedkar Medical College,GMR,515,72589,141196
2,Dr. B.R. Ambedkar Medical College,GMP,489,92557,994406
2,Dr. B.R. Ambedkar Medical College,GMP,485,95430,994406
2,Dr. B.R. Ambedkar Medical College,OPN,586,27674,994406
2,Dr. B.R. Ambedkar Medical College,STG,472,106947,141196
2,Dr. B.R. Ambedkar Medical College,SCH,402,175934,500
2,Dr. B.R. Ambedkar Medical College,OPN,583,29322,994406
2,Dr. B.R. Ambedkar Medical College,GMP,496,86995,994406
2,Dr. B.R. Ambedkar Medical College,GMP,496,86798,994406
2,Dr. B.R. Ambedkar Medical College,GMP,497,86324,994406
2,Dr. B.R. Ambedkar Medical College,2AG,517,71206,141196
2,Dr. B.R. Ambedkar Medical College,GMR,539,56010,141196
2,Dr. B.R. Ambedkar Medical College,2AG,522,67564,141196
2,Dr. B.R. Ambedkar Medical College,3BH,524,66512,141196
2,Dr. B.R. Ambedkar Medical College,OPN,590,25492,994406
2,Dr. B.R. Ambedkar Medical College,OPN,592,24678,994406
2,Dr. B.R. Ambedkar Medical College,OPN,592,24697,994406
2,Dr. B.R. Ambedkar Medical College,GMP,507,78521,994406
2,Dr. B.R. Ambedkar Medical College,OPN,586,27596,994406
2,Dr. B.R. Ambedkar Medical College,OPN,586,27910,994406
2,Dr. B.R. Ambedkar Medical College,GM,562,41181,141196
2,Dr. B.R. Ambedkar Medical College,GM,550,48737,141196
2,Dr. B.R. Ambedkar Medical College,GM,549,49154,141196
2,Dr. B.R. Ambedkar Medical College,GMP,501,82676,994406
2,Dr. B.R. Ambedkar Medical College,GMR,517,71100,141196
2,Dr. B.R. Ambedkar Medical College,GMP,486,94885,994406
2,Dr. B.R. Ambedkar Medical College,GMP,498,85492,994406
2,Dr. B.R. Ambedkar Medical College,GMP,499,84527,994406
2,Dr. B.R. Ambedkar Medical College,OPN,583,29498,994406
3,Kempegowda Institute of Medical Sciences,NRI,115,889971,4012450
3,Kempegowda Institute of Medical Sciences,OTH,237,447841,4012450
3,Kempegowda Institute of Medical Sciences,OTH,241,439678,4012450
3,Kempegowda Institute of Medical Sciences,NRI,304,314637,4012450
3,Kempegowda Institute of Medical Sciences,NRI,255,407327,4012450
3,Kempegowda Institute of Medical Sciences,OTH,192,566721,4012450
3,Kempegowda Institute of Medical Sciences,NRI,181,600677,4012450
3,Kempegowda Institute of Medical Sciences,NRI,147,727496,4012450
3,Kempegowda Institute of Medical Sciences,NRI,134,785499,4012450
3,Kempegowda Institute of Medical Sciences,OTH,205,529644,4012450
3,Kempegowda Institute of Medical Sciences,NRI,245,430862,4012450
3,Kempegowda Institute of Medical Sciences,NRI,223,480750,4012450
3,Kempegowda Institute of Medical Sciences,NRI,194,559779,4012450
3,Kempegowda Institute of Medical Sciences,NRI,177,613131,4012450
3,Kempegowda Institute of Medical Sciences,NRI,125,835569,4012450
3,Kempegowda Institute of Medical Sciences,NRI,172,630443,4012450
3,Kempegowda Institute of Medical Sciences,OTH,339,258062,4012450
3,Kempegowda Institute of Medical Sciences,GM,505,79621,141196
3,Kempegowda Institute of Medical Sciences,GM,600,20611,141196
3,Kempegowda Institute of Medical Sciences,GM,597,22356,141196
3,Kempegowda Institute of Medical Sciences,GM,591,24923,141196
3,Kempegowda Institute of Medical Sciences,GMP,553,46873,994406
3,Kempegowda Institute of Medical Sciences,OPN,596,22422,994406
3,Kempegowda Institute of Medical Sciences,GMR,571,35709,141196
3,Kempegowda Institute of Medical Sciences,2AG,570,36306,141196
3,Kempegowda Institute of Medical Sciences,GMH,556,44895,91196
3,Kempegowda Institute of Medical Sciences,SCR,409,168389,500
3,Kempegowda Institute of Medical Sciences,GM,596,22562,141196
3,Kempegowda Institute of Medical Sciences,OPN,595,23198,994406
3,Kempegowda Institute of Medical Sciences,GM,605,18432,141196
3,Kempegowda Institute of Medical Sciences,GM,605,18440,141196
3,Kempegowda Institute of Medical Sciences,GM,605,18513,141196
3,Kempegowda Institute of Medical Sciences,OPN,593,24230,994406
3,Kempegowda Institute of Medical Sciences,OPN,593,24272,994406
3,Kempegowda Institute of Medical Sciences,OPN,595,23428,994406
3,Kempegowda Institute of Medical Sciences,GMP,552,47707,994406
3,Kempegowda Institute of Medical Sciences,OPN,588,26828,994406
3,Kempegowda Institute of Medical Sciences,GMP,518,70263,994406
3,Kempegowda Institute of Medical Sciences,GMP,521,68662,994406
3,Kempegowda Institute of Medical Sciences,STG,480,99389,141196
3,Kempegowda Institute of Medical Sciences,GMP,562,41325,994406
3,Kempegowda Institute of Medical Sciences,OPN,591,25083,994406
3,Kempegowda Institute of Medical Sciences,OPN,592,24779,994406
3,Kempegowda Institute of Medical Sciences,2BG,585,28512,141196
3,Kempegowda Institute of Medical Sciences,GMR,566,38949,141196
3,Kempegowda Institute of Medical Sciences,2AG,569,37476,141196
3,Kempegowda Institute of Medical Sciences,3BG,567,38142,141196
3,Kempegowda Institute of Medical Sciences,3BG,566,38733,141196
3,Kempegowda Institute of Medical Sciences,SCG,476,102823,500
3,Kempegowda Institute of Medical Sciences,2AR,516,71865,141196
3,Kempegowda Institute of Medical Sciences,GMP,522,67863,994406
3,Kempegowda Institute of Medical Sciences,GMP,523,67068,994406
3,Kempegowda Institute of Medical Sciences,GMH,553,46889,141196
3,Kempegowda Institute of Medical Sciences,GMP,522,67558,994406
3,Kempegowda Institute of Medical Sciences,OPN,590,25498,994406
3,Kempegowda Institute of Medical Sciences,OPN,591,24887,994406
3,Kempegowda Institute of Medical Sciences,OPN,592,24650,994406
3,Kempegowda Institute of Medical Sciences,GM,591,25298,141196
3,Kempegowda Institute of Medical Sciences,OPN,591,25023,994406
3,Kempegowda Institute of Medical Sciences,GMP,524,65923,994406
3,Kempegowda Institute of Medical Sciences,GMP,524,66286,994406
3,Kempegowda Institute of Medical Sciences,OPN,587,26961,994406
3,Kempegowda Institute of Medical Sciences,GMK,502,82425,141196
3,Kempegowda Institute of Medical Sciences,2AR,517,71392,141196
3,Kempegowda Institute of Medical Sciences,GMP,516,71735,994406
3,Kempegowda Institute of Medical Sciences,GMP,531,61686,994406
3,Kempegowda Institute of Medical Sciences,GMP,530,62060,994406
3,Kempegowda Institute of Medical Sciences,GMP,526,64880,994406
3,Kempegowda Institute of Medical Sciences,GMK,499,84449,141196
3,Kempegowda Institute of Medical Sciences,NCC,144,737691,141196
3,Kempegowda Institute of Medical Sciences,2BG,580,30794,141196
3,Kempegowda Institute of Medical Sciences,SCH,433,142604,500
3,Kempegowda Institute of Medical Sciences,GMP,526,64754,994406
3,Kempegowda Institute of Medical Sciences,NRI,383,199190,4012450
3,Kempegowda Institute of Medical Sciences,GMP,528,63557,994406
3,Kempegowda Institute of Medical Sciences,GMP,535,58984,994406
3,Kempegowda Institute of Medical Sciences,2AG,546,51150,141196
3,Kempegowda Institute of Medical Sciences,GM,605,18369,141196
3,Kempegowda Institute of Medical Sciences,NRI,105,955040,4012450
3,Kempegowda Institute of Medical Sciences,1G,562,41459,91196
3,Kempegowda Institute of Medical Sciences,NRI,345,249842,4012450
3,Kempegowda Institute of Medical Sciences,SCG,443,132749,141196
3,Kempegowda Institute of Medical Sciences,2AG,558,43539,141196
3,Kempegowda Institute of Medical Sciences,GM,605,18602,141196
3,Kempegowda Institute of Medical Sciences,NRI,346,248546,4012450
3,Kempegowda Institute of Medical Sciences,OTH,345,248867,4012450
3,Kempegowda Institute of Medical Sciences,GMP,539,55949,994406
3,Kempegowda Institute of Medical Sciences,NRI,156,687422,4012450
3,Kempegowda Institute of Medical Sciences,NRI,130,805658,4012450
3,Kempegowda Institute of Medical Sciences,2AG,560,42618,141196
3,Kempegowda Institute of Medical Sciences,OPN,601,20200,994406
3,Kempegowda Institute of Medical Sciences,GMP,543,53630,994406
3,Kempegowda Institute of Medical Sciences,GM,595,23535,141196
3,Kempegowda Institute of Medical Sciences,GM,597,22135,141196
3,Kempegowda Institute of Medical Sciences,OPN,595,22861,994406
3,Kempegowda Institute of Medical Sciences,GM,603,19620,141196
3,Kempegowda Institute of Medical Sciences,OPN,603,19341,994406
3,Kempegowda Institute of Medical Sciences,GM,605,18463,141196
3,Kempegowda Institute of Medical Sciences,GMH,558,44055,141196
3,Kempegowda Institute of Medical Sciences,GMP,510,76582,994406
3,Kempegowda Institute of Medical Sciences,2AG,552,47484,141196
3,Kempegowda Institute of Medical Sciences,GMP,567,38251,994406
3,Kempegowda Institute of Medical Sciences,OPN,590,25674,994406
3,Kempegowda Institute of Medical Sciences,GMP,516,71870,994406
3,Kempegowda Institute of Medical Sciences,OTH,365,221441,4012450
3,Kempegowda Institute of Medical Sciences,3AG,585,28251,141196
3,Kempegowda Institute of Medical Sciences,GMP,513,73947,994406
3,Kempegowda Institute of Medical Sciences,GMP,522,67324,994406
3,Kempegowda Institute of Medical Sciences,GMP,586,27580,994406
3,Kempegowda Institute of Medical Sciences,1G,564,40288,91196
3,Kempegowda Institute of Medical Sciences,3BH,518,70206,141196
3,Kempegowda Institute of Medical Sciences,GMR,562,41226,141196
3,Kempegowda Institute of Medical Sciences,GMP,525,65308,994406
3,Kempegowda Institute of Medical Sciences,SCG,443,132553,500
3,Kempegowda Institute of Medical Sciences,GMR,565,39334,141196
3,Kempegowda Institute of Medical Sciences,2AG,564,40185,141196
3,Kempegowda Institute of Medical Sciences,GM,604,19300,141196
3,Kempegowda Institute of Medical Sciences,GMP,545,51847,994406
3,Kempegowda Institute of Medical Sciences,SCG,446,130003,500
3,Kempegowda Institute of Medical Sciences,NRI,145,734381,4012450
3,Kempegowda Institute of Medical Sciences,NRI,171,632476,4012450
3,Kempegowda Institute of Medical Sciences,NRI,174,623278,4012450
3,Kempegowda Institute of Medical Sciences,NRI,174,621846,4012450
3,Kempegowda Institute of Medical Sciences,NRI,177,613251,4012450
3,Kempegowda Institute of Medical Sciences,OPN,603,19653,994406
3,Kempegowda Institute of Medical Sciences,GM,602,19961,141196
3,Kempegowda Institute of Medical Sciences,OPN,590,25964,994406
3,Kempegowda Institute of Medical Sciences,OPN,590,25997,994406
3,Kempegowda Institute of Medical Sciences,OPN,591,25138,994406
3,Kempegowda Institute of Medical Sciences,OPN,593,24109,994406
3,Kempegowda Institute of Medical Sciences,GM,616,14130,141196
3,Kempegowda Institute of Medical Sciences,SCG,460,117504,141196
3,Kempegowda Institute of Medical Sciences,GMP,510,76084,994406
3,Kempegowda Institute of Medical Sciences,GM,610,16578,141196
3,Kempegowda Institute of Medical Sciences,SCG,467,110784,500
3,Kempegowda Institute of Medical Sciences,OPN,596,22658,994406
3,Kempegowda Institute of Medical Sciences,GMP,557,44109,994406
3,Kempegowda Institute of Medical Sciences,GMP,555,45738,994406
3,Kempegowda Institute of Medical Sciences,OPN,590,26053,994406
3,Kempegowda Institute of Medical Sciences,OPN,588,26652,994406
3,Kempegowda Institute of Medical Sciences,OPN,589,26389,994406
3,Kempegowda Institute of Medical Sciences,OPN,588,26684,994406
3,Kempegowda Institute of Medical Sciences,3AG,589,26147,141196
3,Kempegowda Institute of Medical Sciences,OPN,589,26444,994406
3,Kempegowda Institute of Medical Sciences,OPN,589,26157,994406
3,Kempegowda Institute of Medical Sciences,GM,599,21267,141196
3,Kempegowda Institute of Medical Sciences,GM,598,21590,141196
3,Kempegowda Institute of Medical Sciences,OPN,597,21921,994406
3,Kempegowda Institute of Medical Sciences,GM,601,20556,141196
3,Kempegowda Institute of Medical Sciences,SCR,413,163339,500
4,M.S.Ramaiah Medical College,OPN,287,344944,2215500
4,M.S.Ramaiah Medical College,NRI,276,365366,4015500
4,M.S.Ramaiah Medical College,NRI,231,461491,4015500
4,M.S.Ramaiah Medical College,GMP,270,376885,2215500
4,M.S.Ramaiah Medical College,GMP,278,362091,2215500
4,M.S.Ramaiah Medical College,NRI,211,513288,4015500
4,M.S.Ramaiah Medical College,GMP,274,370215,2215500
4,M.S.Ramaiah Medical College,OTH,315,296680,4015500
4,M.S.Ramaiah Medical College,GMP,272,373605,2215500
4,M.S.Ramaiah Medical College,NRI,250,419174,4015500
4,Dr. Ambedkar Institute Of Technology,SCG,308,308557,500
4,M.S.Ramaiah Medical College,NRI,199,544179,4015500
4,M.S.Ramaiah Medical College,GMP,253,412409,2215500
4,M.S.Ramaiah Medical College,NRI,252,413498,4015500
4,M.S.Ramaiah Medical College,NRI,282,354693,4015500
4,M.S.Ramaiah Medical College,GMP,280,358800,2215500
4,M.S.Ramaiah Medical College,GM,613,15329,144246
4,M.S.Ramaiah Medical College,3BG,605,18748,144246
4,M.S.Ramaiah Medical College,NRI,217,497163,4015500
4,M.S.Ramaiah Medical College,GM,667,1869,144246
4,M.S.Ramaiah Medical College,GMH,564,39969,144246
4,M.S.Ramaiah Medical College,GMR,573,34882,144246
4,M.S.Ramaiah Medical College,2AG,555,45311,144246
4,M.S.Ramaiah Medical College,GMP,392,187793,2215500
4,M.S.Ramaiah Medical College,OTH,335,263746,4015500
4,M.S.Ramaiah Medical College,GMP,422,153911,2215500
4,M.S.Ramaiah Medical College,OPN,495,88061,2215500
4,M.S.Ramaiah Medical College,NRI,375,209438,4015500
4,M.S.Ramaiah Medical College,STH,481,99006,500
4,M.S.Ramaiah Medical College,SCG,472,106340,500
4,M.S.Ramaiah Medical College,SCG,474,104963,144246
4,M.S.Ramaiah Medical College,OPN,473,105588,2215500
4,M.S.Ramaiah Medical College,OPN,474,104790,2215500
4,M.S.Ramaiah Medical College,2AG,567,38640,144246
4,M.S.Ramaiah Medical College,OPN,335,264267,2215500
4,M.S.Ramaiah Medical College,OTH,336,263069,4015500
4,M.S.Ramaiah Medical College,OPN,486,94822,2215500
4,M.S.Ramaiah Medical College,GMK,512,74506,144246
4,M.S.Ramaiah Medical College,OPN,495,87500,2215500
4,M.S.Ramaiah Medical College,OPN,522,67340,2215500
4,M.S.Ramaiah Medical College,2AH,521,68080,144246
4,M.S.Ramaiah Medical College,3BG,568,37858,144246
4,M.S.Ramaiah Medical College,1G,566,38791,94246
4,M.S.Ramaiah Medical College,1G,567,38222,144246
4,M.S.Ramaiah Medical College,OPN,336,262911,2215500
4,M.S.Ramaiah Medical College,GMP,365,221465,2215500
4,M.S.Ramaiah Medical College,2BG,587,27219,144246
4,M.S.Ramaiah Medical College,SCG,486,94959,144246
4,M.S.Ramaiah Medical College,GMP,396,183719,2215500
4,M.S.Ramaiah Medical College,OPN,499,85000,2215500
4,M.S.Ramaiah Medical College,NRI,221,486819,4015500
4,M.S.Ramaiah Medical College,OPN,452,123938,2215500
4,M.S.Ramaiah Medical College,NRI,282,354047,4015500
