college_code,college_name,category,neet_marks,neet_rank,fee
119,K L E S Institute of Dental Sciences,GMP,162,665903,412450
119,K L E S Institute of Dental Sciences,GMP,137,770933,412450
119,K L E S Institute of Dental Sciences,GMP,135,777926,412450
119,K L E S Institute of Dental Sciences,GMR,372,212527,95808
119,K L E S Institute of Dental Sciences,GMK,370,214780,95808
119,K L E S Institute of Dental Sciences,GMP,201,538729,412450
119,K L E S Institute of Dental Sciences,OPN,214,503419,412450
120,Venkateswara Dental College,1G,373,210812,55808
120,Venkateswara Dental College,SCK,284,350543,500
120,Venkateswara Dental College,OPN,136,777346,312450
120,Venkateswara Dental College,OPN,220,488530,312450
120,Venkateswara Dental College,3AG,247,424820,95808
120,Venkateswara Dental College,GM,375,208449,95808
120,Venkateswara Dental College,GM,374,210313,95808
120,Venkateswara Dental College,OPN,343,253122,312450
120,Venkateswara Dental College,GM,126,823950,95808
120,Venkateswara Dental College,GMR,360,228936,95808
120,Venkateswara Dental College,GM,145,734077,55808
120,Venkateswara Dental College,2AH,348,245294,95808
120,Venkateswara Dental College,GM,125,828800,95808
120,Venkateswara Dental College,GMP,205,529417,312450
120,Venkateswara Dental College,GMP,238,445616,312450
120,Venkateswara Dental College,GM,93,1051194,95808
120,Venkateswara Dental College,GMP,220,488909,312450
120,Venkateswara Dental College,OPN,124,836486,312450
120,Venkateswara Dental College,2AG,202,537710,95808
120,Venkateswara Dental College,SCG,173,627348,500
120,Venkateswara Dental College,OPN,258,401199,312450
121,K.G.F. College of Dental Sciences,2AG,259,399319,95808
121,K.G.F. College of Dental Sciences,3BG,360,228166,95808
121,K.G.F. College of Dental Sciences,GM,372,212314,95808
121,K.G.F. College of Dental Sciences,OPN,145,736280,359400
121,K.G.F. College of Dental Sciences,GM,206,525148,500
122,Vydehi Institute of Dental Sciences and ReseGarMch,Centre,450,125937,95808
122,Vydehi Institute of Dental Sciences and ReseOarPcNh,Centre,141,751725,450500
122,Vydehi Institute of Dental Sciences and Rese3aBrcGh,Centre,390,189950,95808
122,Vydehi Institute of Dental Sciences and ReseGarMch,Centre,459,117804,95808
122,Vydehi Institute of Dental Sciences and ReseGarMchH,Centre,393,186888,95808
122,Vydehi Institute of Dental Sciences and ReseGarMchR,Centre,387,193617,95808
122,Vydehi Institute of Dental Sciences and ReseSaCrcGh,Centre,367,219433,500
122,Vydehi Institute of Dental Sciences and Rese2aBrcGh,Centre,418,158243,95808
122,Vydehi Institute of Dental Sciences and Rese3aArcGh,Centre,478,101493,95808
122,Vydehi Institute of Dental Sciences and ReseGarMch,Centre,439,136732,95808
122,Vydehi Institute of Dental Sciences and ReseGarMch,Centre,435,140835,95808
122,Vydehi Institute of Dental Sciences and ReseGarMch,Centre,437,138373,55808
122,Vydehi Institute of Dental Sciences and ReseOarPcNh,Centre,139,763385,745075
122,Vydehi Institute of Dental Sciences and ReseGarMch,Centre,348,245350,95808
122,Vydehi Institute of Dental Sciences and ReseOarPcNh,Centre,300,321390,745075
122,Vydehi Institute of Dental Sciences and ReseOarPcNh,Centre,153,701536,450500
122,Vydehi Institute of Dental Sciences and ReseOarPcNh,Centre,151,708172,450500
122,Vydehi Institute of Dental Sciences and Rese2aArcGh,Centre,264,389788,95808
122,Vydehi Institute of Dental Sciences and Rese2aArcGh,Centre,225,476841,95808
122,Vydehi Institute of Dental Sciences and ReseOarPcNh,Centre,129,812936,745075
122,Vydehi Institute of Dental Sciences and ReseOarPcNh,Centre,134,786536,745075
122,Vydehi Institute of Dental Sciences and ReseOarPcNh,Centre,166,650290,745075
122,Vydehi Institute of Dental Sciences and ReseOarPcNh,Centre,250,419511,745075
122,Vydehi Institute of Dental Sciences and ReseOarPcNh,Centre,179,607241,745075
122,Vydehi Institute of Dental Sciences and ReseOarPcNh,Centre,287,344783,745075
122,Vydehi Institute of Dental Sciences and ReseOarPcNh,Centre,174,621901,745075
122,Vydehi Institute of Dental Sciences and ReseNarRcIh,Centre,249,420165,742450
122,Vydehi Institute of Dental Sciences and ReseSaCrcGh,Centre,262,394007,500
224,Farooquia Dental College,OPN,113,904213,307450
224,Farooquia Dental College,2BH,219,491284,95808
224,Farooquia Dental College,2BG,382,199601,95808
224,Farooquia Dental College,OPN,122,849244,307450
224,Farooquia Dental College,GM,430,145270,95808
224,Farooquia Dental College,OPN,145,735036,307450
224,Farooquia Dental College,OPN,160,673818,307450
224,Farooquia Dental College,OPN,96,1025694,307450
224,Farooquia Dental College,OPN,237,448734,307450
224,Farooquia Dental College,2AG,391,188688,95808
224,Farooquia Dental College,SCG,365,221280,500
224,Farooquia Dental College,GM,320,287751,95808
224,Farooquia Dental College,GM,406,171796,95808
224,Farooquia Dental College,OPN,98,1010782,307450
224,Farooquia Dental College,GM,419,157156,95808
224,Farooquia Dental College,2AG,160,672212,95808
225,Sri. Hasanamba Dental College and,HospitalOPN,281,355828,362450
225,Sri. Hasanamba Dental College and,HospitalGMH,219,491798,500
225,Sri. Hasanamba Dental College and,HospitalOPN,230,464513,362450
225,Sri. Hasanamba Dental College and,HospitalOTH,269,379663,362450
225,Sri. Hasanamba Dental College and,Hospital1G,135,781690,55808
225,Sri. Hasanamba Dental College and,HospitalGM,419,157954,95808
225,Sri. Hasanamba Dental College and,HospitalGMP,177,612879,362450
225,Sri. Hasanamba Dental College and,HospitalGM,428,147463,95808
225,Sri. Hasanamba Dental College and,HospitalGM,391,189051,95808
225,Sri. Hasanamba Dental College and,HospitalGM,394,185695,95808
225,Sri. Hasanamba Dental College and,HospitalSCG,350,241738,500
225,Sri. Hasanamba Dental College and,Hospital2BR,312,300343,95808
225,Sri. Hasanamba Dental College and,HospitalGM,387,194425,95808
225,Sri. Hasanamba Dental College and,HospitalSCG,140,756060,500
225,Sri. Hasanamba Dental College and,HospitalOPN,185,587804,362450
225,Sri. Hasanamba Dental College and,Hospital2AG,295,329690,95808
225,Sri. Hasanamba Dental College and,HospitalGMR,361,227382,95808
225,Sri. Hasanamba Dental College and,HospitalGMP,123,846042,362450
225,Sri. Hasanamba Dental College and,HospitalGMP,134,786518,362450
225,Sri. Hasanamba Dental College and,HospitalGMP,110,920772,362450
225,Sri. Hasanamba Dental College and,HospitalOPN,196,553607,362450
225,Sri. Hasanamba Dental College and,HospitalOPN,309,306218,362450
225,Sri. Hasanamba Dental College and,HospitalGM,253,412225,95808
333,Al-Ameen Dental College,GM,383,199117,95808
333,Al-Ameen Dental College,SCG,347,246350,500
333,Al-Ameen Dental College,GMP,102,981686,362450
333,Al-Ameen Dental College,GM,289,341413,95808
333,Al-Ameen Dental College,GM,247,426028,55808
333,Al-Ameen Dental College,OPN,264,388984,362450
333,Al-Ameen Dental College,GMP,137,769347,362450
333,Al-Ameen Dental College,GM,438,137709,95808
333,Al-Ameen Dental College,1K,271,375262,55808
333,Al-Ameen Dental College,2AG,260,396668,95808
333,Al-Ameen Dental College,GM,202,535616,95808
333,Al-Ameen Dental College,GM,410,166789,95808
333,Al-Ameen Dental College,OPN,171,634578,362450
333,Al-Ameen Dental College,GMP,101,983861,362450
333,Al-Ameen Dental College,OPN,185,586096,362450
333,Al-Ameen Dental College,OPN,97,1017030,362450
333,Al-Ameen Dental College,OPN,302,318526,362450
333,Al-Ameen Dental College,OPN,195,556288,362450
333,Al-Ameen Dental College,OPN,140,754399,362450
333,Al-Ameen Dental College,GMP,134,784215,362450
333,Al-Ameen Dental College,GMP,107,942161,362450
333,Al-Ameen Dental College,GM,217,496742,95808
333,Al-Ameen Dental College,OPN,189,575440,362450
333,Al-Ameen Dental College,OPN,152,703743,362450
335,Maratha Mandal Dental College,GM,385,195892,95808
335,Maratha Mandal Dental College,OPN,93,1051632,362450
335,Maratha Mandal Dental College,OPN,98,1012634,362450
335,Maratha Mandal Dental College,GM,305,313191,95808
335,Maratha Mandal Dental College,GM,374,210139,95808
335,Maratha Mandal Dental College,GM,377,205718,95808
335,Maratha Mandal Dental College,GMH,354,237052,95808
335,Maratha Mandal Dental College,STG,329,273275,95808
335,Maratha Mandal Dental College,1G,356,234362,55808
335,Maratha Mandal Dental College,2AG,364,223040,95808
335,Maratha Mandal Dental College,GM,338,260059,95808
335,Maratha Mandal Dental College,SCG,367,218636,95808
335,Maratha Mandal Dental College,OPN,320,287691,362450
335,Maratha Mandal Dental College,2BG,347,246958,95808
335,Maratha Mandal Dental College,GM,136,773918,95808
335,Maratha Mandal Dental College,GMR,137,772562,95808
335,Maratha Mandal Dental College,OPN,159,676259,362450
335,Maratha Mandal Dental College,OPN,130,802774,362450
335,Maratha Mandal Dental College,STH,306,311415,95808
335,Maratha Mandal Dental College,OPN,123,846195,362450
335,Maratha Mandal Dental College,OTH,122,848444,412450
335,Maratha Mandal Dental College,3BG,325,279193,95808
335,Maratha Mandal Dental College,OPN,129,812556,362450
335,Maratha Mandal Dental College,SCG,319,289260,500
335,Maratha Mandal Dental College,GM,196,554313,95808
335,Maratha Mandal Dental College,OPN,212,510001,362450
335,Maratha Mandal Dental College,2AG,261,395476,95808
336,PM Nadagowda Memorial Dental College anGdM,Hospital,468,109719,95808
336,PM Nadagowda Memorial Dental College anOdP,HNospital,310,304584,362450
336,PM Nadagowda Memorial Dental College anOdT,HHospital,157,685724,362450
336,PM Nadagowda Memorial Dental College anOdP,HNospital,156,686354,362450
336,PM Nadagowda Memorial Dental College anGdM,Hospital,195,556580,95808
336,PM Nadagowda Memorial Dental College anGdM,Hospital,150,711821,95808
336,PM Nadagowda Memorial Dental College anSdT,HGospital,314,297496,95808
336,PM Nadagowda Memorial Dental College anGdM,HRospital,141,751542,95808
336,PM Nadagowda Memorial Dental College anGdM,Hospital,373,210814,95808
336,PM Nadagowda Memorial Dental College an3dB,HGospital,365,222143,95808
336,PM Nadagowda Memorial Dental College anGdM,Hospital,381,200925,95808
336,PM Nadagowda Memorial Dental College anGdM,Hospital,379,203466,95808
336,PM Nadagowda Memorial Dental College anGdM,HHospital,353,238119,95808
336,PM Nadagowda Memorial Dental College anGdM,HKospital,349,243857,95808
336,PM Nadagowda Memorial Dental College anGdM,Hospital,173,625675,95808
336,PM Nadagowda Memorial Dental College anGdM,Hospital,180,604292,95808
336,PM Nadagowda Memorial Dental College anSdC,HKospital,290,338747,500
336,PM Nadagowda Memorial Dental College anGdM,Hospital,133,791827,95808
336,PM Nadagowda Memorial Dental College anGdM,Hospital,207,522458,500
336,PM Nadagowda Memorial Dental College an3dA,HGospital,345,248895,95808
336,PM Nadagowda Memorial Dental College anGdM,HRospital,357,232285,95808
336,PM Nadagowda Memorial Dental College anGdM,Hospital,387,193424,95808
336,PM Nadagowda Memorial Dental College anOdT,HHospital,158,681556,362450
336,PM Nadagowda Memorial Dental College anSdC,HHospital,155,690400,500
336,PM Nadagowda Memorial Dental College anOdP,HNospital,238,446126,362450
336,PM Nadagowda Memorial Dental College anGdM,Hospital,372,212377,95808
336,PM Nadagowda Memorial Dental College an2dA,HGospital,343,252172,95808
336,PM Nadagowda Memorial Dental College an2dA,HRospital,324,281099,95808
336,PM Nadagowda Memorial Dental College anGdM,Hospital,366,220654,95808
336,PM Nadagowda Memorial Dental College anSdC,HGospital,363,225028,500
336,PM Nadagowda Memorial Dental College anGdM,Hospital,365,221983,95808
336,PM Nadagowda Memorial Dental College anGdM,Hospital,397,181986,95808
336,PM Nadagowda Memorial Dental College anOdP,HNospital,93,1050504,362450
336,PM Nadagowda Memorial Dental College anOdP,HNospital,157,685795,362450
336,PM Nadagowda Memorial Dental College an3dA,HGospital,98,1008512,95808
336,PM Nadagowda Memorial Dental College anOdP,HNospital,200,541117,362450
336,PM Nadagowda Memorial Dental College an2dB,HGospital,318,291441,95808
336,PM Nadagowda Memorial Dental College anSdC,HGospital,271,375037,500
336,PM Nadagowda Memorial Dental College anOdP,HNospital,155,692703,362450
336,PM Nadagowda Memorial Dental College anOdP,HNospital,147,723662,362450
336,PM Nadagowda Memorial Dental College anGdM,HHospital,244,432285,95808
336,PM Nadagowda Memorial Dental College anSdC,HRospital,114,896708,500
336,PM Nadagowda Memorial Dental College anOdP,HNospital,142,746519,362450
336,PM Nadagowda Memorial Dental College anOdP,HNospital,218,493660,362450
336,PM Nadagowda Memorial Dental College anOdP,HNospital,206,525986,362450
337,Sri Dharmasthala Manjunatheswara Dental,CGoMllege,464,113703,95808
337,Sri Dharmasthala Manjunatheswara Dental,C2oAlRlege,369,216500,95808
337,Sri Dharmasthala Manjunatheswara Dental,CGoMllege,463,114416,95808
337,Sri Dharmasthala Manjunatheswara Dental,CGoMllege,464,113854,95808
337,Sri Dharmasthala Manjunatheswara Dental,CGoMllege,465,113076,95808
337,Sri Dharmasthala Manjunatheswara Dental,CGoMllege,458,118716,95808
337,Sri Dharmasthala Manjunatheswara Dental,C1oHllege,390,190072,55808
337,Sri Dharmasthala Manjunatheswara Dental,C1oRllege,411,165562,95808
337,Sri Dharmasthala Manjunatheswara Dental,CGoMllege,466,111708,95808
337,Sri Dharmasthala Manjunatheswara Dental,CGoMlleKgHe,338,259645,95808
337,Sri Dharmasthala Manjunatheswara Dental,CGoMllege,469,109324,95808
337,Sri Dharmasthala Manjunatheswara Dental,CGoMllege,466,112088,95808
337,Sri Dharmasthala Manjunatheswara Dental,CGoMllePge,136,773516,365500
337,Sri Dharmasthala Manjunatheswara Dental,CGoMllePge,130,804288,365500
337,Sri Dharmasthala Manjunatheswara Dental,CGoMllePge,225,476004,469350
337,Sri Dharmasthala Manjunatheswara Dental,CGoMllePge,224,479166,469350
337,Sri Dharmasthala Manjunatheswara Dental,COoTlHlege,194,558752,549950
337,Sri Dharmasthala Manjunatheswara Dental,CNoRllIege,114,900420,657450
337,Sri Dharmasthala Manjunatheswara Dental,CGoMllePge,180,603395,469350
337,Sri Dharmasthala Manjunatheswara Dental,CGoMlleKge,347,246230,95808
337,Sri Dharmasthala Manjunatheswara Dental,CGoMllePge,167,645781,365500
337,Sri Dharmasthala Manjunatheswara Dental,C2oAlGlege,452,123960,95808
337,Sri Dharmasthala Manjunatheswara Dental,C2oAlGlege,447,129142,95808
337,Sri Dharmasthala Manjunatheswara Dental,C2oBlGlege,397,181644,95808
337,Sri Dharmasthala Manjunatheswara Dental,C2oAlGlege,443,132877,95808
337,Sri Dharmasthala Manjunatheswara Dental,C2oBlGlege,406,171256,95808
337,Sri Dharmasthala Manjunatheswara Dental,COoPllNege,374,209739,469350
337,Sri Dharmasthala Manjunatheswara Dental,CGoMllege,471,107057,95808
337,Sri Dharmasthala Manjunatheswara Dental,C3oBlGlege,448,127907,95808
337,Sri Dharmasthala Manjunatheswara Dental,COoPllNege,354,236501,469350
337,Sri Dharmasthala Manjunatheswara Dental,CNoRllIege,140,759711,657450
337,Sri Dharmasthala Manjunatheswara Dental,CGoMllePge,198,549240,469350
337,Sri Dharmasthala Manjunatheswara Dental,COoPllNege,292,336160,365500
337,Sri Dharmasthala Manjunatheswara Dental,CGoMllePge,156,687052,365500
337,Sri Dharmasthala Manjunatheswara Dental,CGoMllePge,155,690617,365500
337,Sri Dharmasthala Manjunatheswara Dental,CGoMllePge,248,424149,469350
337,Sri Dharmasthala Manjunatheswara Dental,CSoClGlege,290,339009,500
337,Sri Dharmasthala Manjunatheswara Dental,COoPllNege,290,338871,365500
337,Sri Dharmasthala Manjunatheswara Dental,CNoRllIege,133,792777,657450
337,Sri Dharmasthala Manjunatheswara Dental,CGoMllePge,212,508959,469350
337,Sri Dharmasthala Manjunatheswara Dental,COoPllNege,254,409901,469350
337,Sri Dharmasthala Manjunatheswara Dental,C3oBlGlege,441,135252,95808
337,Sri Dharmasthala Manjunatheswara Dental,CGoMllege,343,251993,95808
337,Sri Dharmasthala Manjunatheswara Dental,CGoMllege,367,219081,95808
337,Sri Dharmasthala Manjunatheswara Dental,COoPllNege,352,238910,469350
337,Sri Dharmasthala Manjunatheswara Dental,CGoMllePge,238,445523,469350
337,Sri Dharmasthala Manjunatheswara Dental,CNoRllIege,151,708565,660500
337,Sri Dharmasthala Manjunatheswara Dental,C3oAlGlege,443,132967,95808
337,Sri Dharmasthala Manjunatheswara Dental,CGoMlleRge,449,127257,95808
337,Sri Dharmasthala Manjunatheswara Dental,C2oAlGlege,443,132775,95808
337,Sri Dharmasthala Manjunatheswara Dental,COoPllNege,284,350657,469350
337,Sri Dharmasthala Manjunatheswara Dental,COoPllNege,283,352540,365500
337,Sri Dharmasthala Manjunatheswara Dental,CGoMllePge,240,441131,469350
337,Sri Dharmasthala Manjunatheswara Dental,CNoRllIege,234,456255,657450
337,Sri Dharmasthala Manjunatheswara Dental,COoPllNege,284,351039,469350
337,Sri Dharmasthala Manjunatheswara Dental,CNoRllIege,189,576233,657450
337,Sri Dharmasthala Manjunatheswara Dental,COoPllNege,351,241143,469350
337,Sri Dharmasthala Manjunatheswara Dental,CGoMllege,488,93401,95808
337,Sri Dharmasthala Manjunatheswara Dental,CGoMllege,404,173699,95808
337,Sri Dharmasthala Manjunatheswara Dental,CSoClGlege,363,224678,500
337,Sri Dharmasthala Manjunatheswara Dental,COoPllNege,337,261866,365500
337,Sri Dharmasthala Manjunatheswara Dental,CSoClGlege,370,215841,500
337,Sri Dharmasthala Manjunatheswara Dental,CGoMllege,493,89240,95808
337,Sri Dharmasthala Manjunatheswara Dental,CGoMllege,492,90163,95808
337,Sri Dharmasthala Manjunatheswara Dental,COoPllNege,340,256910,469350
337,Sri Dharmasthala Manjunatheswara Dental,COoPllNege,340,257085,469350
337,Sri Dharmasthala Manjunatheswara Dental,CSoClGlege,348,245495,500
337,Sri Dharmasthala Manjunatheswara Dental,CGoMlleHge,432,143841,500
337,Sri Dharmasthala Manjunatheswara Dental,CGoMllege,461,116043,95808
337,Sri Dharmasthala Manjunatheswara Dental,CGoMllege,460,117540,95808
337,Sri Dharmasthala Manjunatheswara Dental,COoPllNege,289,341340,365500
337,Sri Dharmasthala Manjunatheswara Dental,COoPllNege,289,340776,469350
337,Sri Dharmasthala Manjunatheswara Dental,COoPllNege,281,355914,469350
337,Sri Dharmasthala Manjunatheswara Dental,COoTlHlege,94,1045783,365500
337,Sri Dharmasthala Manjunatheswara Dental,COoTlHlege,208,521484,549950
337,Sri Dharmasthala Manjunatheswara Dental,CNoRllIege,249,422293,657450
337,Sri Dharmasthala Manjunatheswara Dental,CNoRllIege,171,633141,657450
337,Sri Dharmasthala Manjunatheswara Dental,COoPllNege,307,309327,469350
337,Sri Dharmasthala Manjunatheswara Dental,COoPllNege,279,359487,469350
337,Sri Dharmasthala Manjunatheswara Dental,CSoClGlege,307,310261,500
337,Sri Dharmasthala Manjunatheswara Dental,CGoMllePge,161,668424,365500
337,Sri Dharmasthala Manjunatheswara Dental,CGoMllePge,232,460037,365500
337,Sri Dharmasthala Manjunatheswara Dental,CNoRllIege,191,569892,660500
337,Sri Dharmasthala Manjunatheswara Dental,CGoMllePge,256,405995,365500
337,Sri Dharmasthala Manjunatheswara Dental,COoPllNege,310,303800,469350
337,Sri Dharmasthala Manjunatheswara Dental,CGoMlleRge,313,299386,95808
337,Sri Dharmasthala Manjunatheswara Dental,CGoMllePge,155,693863,365500
337,Sri Dharmasthala Manjunatheswara Dental,CGoMllePge,196,553013,469350
337,Sri Dharmasthala Manjunatheswara Dental,CGoMllePge,174,624068,365500
337,Sri Dharmasthala Manjunatheswara Dental,COoPllNege,277,364239,469350
337,Sri Dharmasthala Manjunatheswara Dental,CGoMllePge,211,510920,365500
337,Sri Dharmasthala Manjunatheswara Dental,CSoTlRlege,320,287578,500
442,Hyderabad Karnataka Education Societies DeGnMtal,College,415,161228,95808
442,Hyderabad Karnataka Education Societies De1nHtal,College,340,257226,95808
442,Hyderabad Karnataka Education Societies DeGnMtaKl,College,348,244729,95808
442,Hyderabad Karnataka Education Societies DeGnMtaHl,College,388,192428,95808
442,Hyderabad Karnataka Education Societies DeGnMtal,College,413,164130,95808
442,Hyderabad Karnataka Education Societies DeSnCtGal,College,382,199556,500
442,Hyderabad Karnataka Education Societies De3nAtGal,College,354,237101,95808
442,Hyderabad Karnataka Education Societies DeGnMtal,College,228,469853,95808
442,Hyderabad Karnataka Education Societies DeGnMtaPl,HCollege,183,592145,212450
442,Hyderabad Karnataka Education Societies DeOnTtHal,College,295,330052,212450
442,Hyderabad Karnataka Education Societies DeOnPtNal,College,333,267854,212450
442,Hyderabad Karnataka Education Societies DeGnMtaPl,HCollege,215,501191,212450
442,Hyderabad Karnataka Education Societies DeGnMtaHl,College,370,215288,95808
442,Hyderabad Karnataka Education Societies DeGnMtaHl,College,373,210774,55808
442,Hyderabad Karnataka Education Societies DeGnMtaRl,College,348,244674,95808
442,Hyderabad Karnataka Education Societies DeGnMtaHl,College,321,285521,95808
442,Hyderabad Karnataka Education Societies De3nBtGal,College,360,228916,95808
442,Hyderabad Karnataka Education Societies De2nAtHal,College,145,736095,95808
442,Hyderabad Karnataka Education Societies DeOnPtNal,College,131,797981,212450
442,Hyderabad Karnataka Education Societies DeGnMtaPl,HCollege,117,878193,212450
442,Hyderabad Karnataka Education Societies DeGnMtaPl,HCollege,131,797971,212450
442,Hyderabad Karnataka Education Societies De2nAtGal,College,348,245105,95808
442,Hyderabad Karnataka Education Societies DeGnMtaPl,HCollege,153,701522,212450
442,Hyderabad Karnataka Education Societies DeGnMtal,College,421,154893,95808
442,Hyderabad Karnataka Education Societies De2nAtHal,College,329,273406,95808
442,Hyderabad Karnataka Education Societies DeGnMtal,College,411,166306,95808
442,Hyderabad Karnataka Education Societies DeGnMtaHl,College,406,171348,95808
442,Hyderabad Karnataka Education Societies De3nAtHal,College,345,249961,95808
442,Hyderabad Karnataka Education Societies DeOnPtNal,College,336,262571,212450
442,Hyderabad Karnataka Education Societies DeOnTtHal,College,350,241773,212450
442,Hyderabad Karnataka Education Societies DeGnMtaHl,College,352,240067,500
442,Hyderabad Karnataka Education Societies DeGnMtaPl,HCollege,247,426405,212450
442,Hyderabad Karnataka Education Societies DeGnMtaPl,HCollege,238,445520,212450
442,Hyderabad Karnataka Education Societies DeGnMtal,College,201,538526,95808
442,Hyderabad Karnataka Education Societies DeGnMtaPl,HCollege,187,581549,212450
442,Hyderabad Karnataka Education Societies DeGnMtaRl,HCollege,283,351836,95808
442,Hyderabad Karnataka Education Societies DeGnMtaPl,HCollege,188,578661,212450
442,Hyderabad Karnataka Education Societies DeGnMtaHl,College,315,296180,95808
442,Hyderabad Karnataka Education Societies DeOnPtNal,College,316,294388,212450
442,Hyderabad Karnataka Education Societies DeGnMtaPl,HCollege,233,458332,212450
442,Hyderabad Karnataka Education Societies DeGnMtaPl,HCollege,220,488927,212450
442,Hyderabad Karnataka Education Societies DeGnMtaPl,HCollege,263,390969,212450
442,Hyderabad Karnataka Education Societies De3nBtGal,College,182,595431,95808
442,Hyderabad Karnataka Education Societies DeGnMtaPl,HCollege,196,554698,212450
442,Hyderabad Karnataka Education Societies DeOnPtNal,College,319,289098,212450
442,Hyderabad Karnataka Education Societies De2nAtGal,College,154,695648,95808
442,Hyderabad Karnataka Education Societies DeGnMtaHl,College,302,318677,95808
442,Hyderabad Karnataka Education Societies DeGnMtaPl,HCollege,231,460964,212450
442,Hyderabad Karnataka Education Societies DeSnCtHal,College,312,300616,500
442,Hyderabad Karnataka Education Societies DeSnCtHal,College,271,375132,500
442,Hyderabad Karnataka Education Societies De3nBtHal,College,171,633654,95808
442,Hyderabad Karnataka Education Societies DeOnPtNal,College,123,841785,212450
442,Hyderabad Karnataka Education Societies DeGnMtaPl,HCollege,240,441909,212450
442,Hyderabad Karnataka Education Societies DeGnMtaPl,HCollege,116,882829,212450
443,Al Badar Dental College and Hospital,GM,363,224588,95808
443,Al Badar Dental College and Hospital,GM,364,223178,95808
443,Al Badar Dental College and Hospital,GMH,350,242530,95808
443,Al Badar Dental College and Hospital,2AG,333,267482,95808
443,Al Badar Dental College and Hospital,SCH,306,310866,500
443,Al Badar Dental College and Hospital,SCG,159,677584,500
443,Al Badar Dental College and Hospital,GMH,343,252515,95808
443,Al Badar Dental College and Hospital,OPN,169,639222,297450
443,Al Badar Dental College and Hospital,GMH,357,232555,95808
443,Al Badar Dental College and Hospital,2BRH,267,382921,95808
443,Al Badar Dental College and Hospital,GMH,267,383244,95808
443,Al Badar Dental College and Hospital,OTH,235,453620,337450
443,Al Badar Dental College and Hospital,GMH,342,253633,95808
443,Al Badar Dental College and Hospital,SCH,177,612093,500
443,Al Badar Dental College and Hospital,2AH,324,281425,95808
443,Al Badar Dental College and Hospital,GMP,103,975358,297450
443,Al Badar Dental College and Hospital,OPN,136,775702,297450
443,Al Badar Dental College and Hospital,OTH,130,803747,337450
443,Al Badar Dental College and Hospital,GM,215,501669,95808
443,Al Badar Dental College and Hospital,OPN,171,631526,297450
443,Al Badar Dental College and Hospital,GM,162,665215,95808
443,Al Badar Dental College and Hospital,GMH,271,374667,95808
443,Al Badar Dental College and Hospital,GMK,124,839956,95808
443,Al Badar Dental College and Hospital,OPN,160,671253,297450
443,Al Badar Dental College and Hospital,OTH,146,728138,337450
443,Al Badar Dental College and Hospital,OPN,146,730678,297450
443,Al Badar Dental College and Hospital,OPN,135,778037,297450
443,Al Badar Dental College and Hospital,1RH,305,312127,55808
443,Al Badar Dental College and Hospital,2AH,321,285670,95808
444,HKDET`S Dental College Hospital,GMP,205,527460,212450
444,HKDET`S Dental College Hospital,2AH,155,690608,95808
444,HKDET`S Dental College Hospital,GMH,347,245968,95808
444,HKDET`S Dental College Hospital,GM,202,536504,95808
444,HKDET`S Dental College Hospital,3AH,295,330371,95808
444,HKDET`S Dental College Hospital,2BH,238,444813,95808
444,HKDET`S Dental College Hospital,GMP,231,461987,212450
444,HKDET`S Dental College Hospital,GMH,302,317750,55808
444,HKDET`S Dental College Hospital,GMH,256,405739,95808
445,S.B.Patil Institute for Dental Sciences and,ReGseMarHch,379,203164,95808
445,S.B.Patil Institute for Dental Sciences and,ReGseMarHch,366,220356,95808
445,S.B.Patil Institute for Dental Sciences and,ReGseMarHch,368,217401,95808
445,S.B.Patil Institute for Dental Sciences and,ReGseMarch,391,188483,95808
445,S.B.Patil Institute for Dental Sciences and,ReGseMarPcHh,200,540906,272450
445,S.B.Patil Institute for Dental Sciences and,ReGseMarPcHh,208,520064,272450
445,S.B.Patil Institute for Dental Sciences and,ReGseMarch,137,769404,95808
445,S.B.Patil Institute for Dental Sciences and,ReOseTaHrch,300,321727,287450
445,S.B.Patil Institute for Dental Sciences and,ReGseMarPcHh,260,397100,272450
445,S.B.Patil Institute for Dental Sciences and,ReGseMarPcHh,260,397222,272450
445,S.B.Patil Institute for Dental Sciences and,ReOsePaNrch,311,301971,272450
445,S.B.Patil Institute for Dental Sciences and,ReSsTeRarHch,269,379618,500
445,S.B.Patil Institute for Dental Sciences and,Re3seBaRrHch,312,301156,95808
445,S.B.Patil Institute for Dental Sciences and,ReGseMarch,211,511100,95808
445,S.B.Patil Institute for Dental Sciences and,ReSsCeaGrch,105,955414,500
445,S.B.Patil Institute for Dental Sciences and,ReGseMarch,445,130650,95808
445,S.B.Patil Institute for Dental Sciences and,ReGseMarPch,261,394845,272450
445,S.B.Patil Institute for Dental Sciences and,ReOsePaNrch,198,547240,272450
445,S.B.Patil Institute for Dental Sciences and,ReGseMarch,227,470513,95808
445,S.B.Patil Institute for Dental Sciences and,Re1seGarch,205,528128,55808
445,S.B.Patil Institute for Dental Sciences and,ReGseMarch,134,784112,95808
446,Academy of Medical Education Dental,CollegGeM,400,178194,95808
446,Academy of Medical Education Dental,CollegOePN,199,545277,362450
446,Academy of Medical Education Dental,CollegOePN,151,709265,362450
446,Academy of Medical Education Dental,Colleg2eAH,340,257432,95808
446,Academy of Medical Education Dental,CollegGeM,407,170161,95808
446,Academy of Medical Education Dental,CollegGeMH,239,443732,95808
446,Academy of Medical Education Dental,CollegGeMRH,359,230070,95808
