year,round,college_code,college_name,course,seat_type,category,closing_rank
2023,R2,M024,,MBBS-GOVT.,GOVT,SPO,216189
2023,R2,M053,,MBBS-GOVT.,GOVT,SCR,216228
2023,R2,M091,,MBBS-GOVT.,GOVT,SCR,217080
2023,R2,M033,,MBBS-GOVT.,GOVT,STG,217377
2023,R2,M089,,MBBS-GOVT.,GOVT,SCH,217928
2023,R2,M078,,MBBS-GOVT.,GOVT,STR,218405
2023,R2,M005,,MBBS-GOVT.,GOVT,SCRH,218484
2023,R2,M054,,MBBS-GOVT.,GOVT,SCRH,218587
2023,R2,M083,,MBBS-PRIV.,PRIV,GMP,311155
2023,R2,M002,,MBBS-GOVT.,GOVT,SCK,219837
2023,R2,M050,,MBBS-GOVT.,GOVT,SCKH,220349
2023,R2,M065,,MBBS-GOVT.,GOVT,SCR,220350
2023,R2,M079,,MBBS-GOVT.,GOVT,SCR,221014
2023,R2,M036,,MBBS-GOVT.,GOVT,STK,221058
2023,R2,M089,,MBBS-GOVT.,GOVT,STG,221091
2023,R2,M071,,MBBS-GOVT.,GOVT,STR,221227
2023,R2,M005,,MBBS-GOVT.,GOVT,STH,221480
2023,R2,M071,,MBBS-GOVT.,GOVT,SCRH,221644
2023,R2,M090,,MBBS-GOVT.,GOVT,STR,221877
2023,R2,M083,,MBBS-GOVT.,GOVT,STH,222311
2023,R2,M091,,MBBS-GOVT.,GOVT,STH,222527
2023,R2,M089,,MBBS-GOVT.,GOVT,SCR,222593
2023,R2,M081,,MBBS-GOVT.,GOVT,STRH,222613
2023,R2,M086,,MBBS-GOVT.,GOVT,STK,222745
2023,R2,M083,,MBBS-GOVT.,GOVT,STR,223783
2023,R2,M064,,MBBS-GOVT.,GOVT,STRH,225961
2023,R2,M005,,MBBS-PRIV.,PRIV,GMPH,239915
